range,session_0767152123,user12,69028.3,52875,44374.9,275601,148997,1.56627
mean,session_0831009063,user12,501.844,316.032,300.378,1443.87,1561.03,0.634067
median,session_0831009063,user12,120.669,56,36.6972,477.171,496.539,0.501604
mode,session_0831009063,user12,110,9.2,28,1300,1500,1.6
iqr,session_0831009063,user12,573.205,357.659,247.632,1559.66,1638.59,1.18325
stdev,session_0831009063,user12,984.234,597.593,820.624,2931.98,3163.87,0.581432
min,session_0831009063,user12,0.046927,0.067618,0.046927,0.020682,0.015528,0.005952
max,session_0831009063,user12,9483.61,5136.36,8978.49,28962.2,29001.3,1.5708
range,session_0831009063,user12,9483.56,5136.3,8978.45,28962.2,29001.3,1.56484
mean,session_0840816364,user12,306.998,228.05,143.879,869.169,969.589,0.698382
median,session_0840816364,user12,80.8195,32,27.5229,237.631,320.823,0.588003
mode,session_0840816364,user12,120,9.2,9.2,1100,1100,1.6
iqr,session_0840816364,user12,323.089,196.795,116.949,932.141,1071.74,1.21713
stdev,session_0840816364,user12,578.425,490.739,339.558,1584.66,1657.5,0.591587
min,session_0840816364,user12,0.015273,0.015273,0.044609,0.006532,0.000025,0.006944
max,session_0840816364,user12,7538.41,4788.99,6382.98,22626.6,14955.5,1.5708
range,session_0840816364,user12,7538.4,4788.98,6382.93,22626.6,14955.5,1.56385
mean,session_0846697406,user12,527.626,428.903,222.134,1477.06,1722.34,0.589368
median,session_0846697406,user12,157.785,92.8571,63.8298,496.637,607.076,0.463648
mode,session_0846697406,user12,150,32,64,1300,1100,1.6
iqr,session_0846697406,user12,529.163,392.73,207.102,1481.48,1755.98,0.910712
stdev,session_0846697406,user12,992.394,874.515,514.983,2831.96,3245.2,0.52882
min,session_0846697406,user12,0.04996,0.022343,0.044686,0.223998,0.724209,0.007353
max,session_0846697406,user12,8106.66,7354.84,5990.83,23919.5,30026.3,1.5708
range,session_0846697406,user12,8106.61,7354.82,5990.78,23919.2,30025.5,1.56344
mean,session_0890611696,user12,393.153,247.239,251.812,949.204,921.251,0.700013
median,session_0890611696,user12,102.742,48.3871,45.4545,412.601,440.677,0.64726
mode,session_0890611696,user12,1100,9.2,28,1400,1600,1.6
iqr,session_0890611696,user12,474.723,194.572,255.713,1026.61,945.282,1.28623
stdev,session_0890611696,user12,925.674,742.007,580.027,1921.81,1520.88,0.589209
min,session_0890611696,user12,0.588235,0.634921,0.588235,0.088541,0.180753,0.022723
max,session_0890611696,user12,10640.1,8488,6416,23540,15361.5,1.5708
range,session_0890611696,user12,10639.5,8487.37,6415.41,23539.9,15361.3,1.54807
mean,session_0893120027,user12,355.649,277.583,160.427,985.182,1083.9,0.62608
median,session_0893120027,user12,79.196,27.2727,24.6305,229.257,293.308,0.463648
mode,session_0893120027,user12,110,18,64,110,1100,1.6
iqr,session_0893120027,user12,362.914,247.706,119.266,975.446,997.658,1.24905
stdev,session_0893120027,user12,777.036,672.5,418.615,2157.15,2306.13,0.607342
min,session_0893120027,user12,0.045656,0.063215,0.045656,0.006184,0.00088,0.005494
max,session_0893120027,user12,11549.1,10516.1,4960,35318.4,30999,1.5708
range,session_0893120027,user12,11549.1,10516.1,4959.95,35318.4,30999,1.5653
mean,session_0897855137,user12,314.042,177.117,211.263,884.035,1147.06,0.700257
median,session_0897855137,user12,73.2933,38.4615,29.9145,246.814,321.415,0.736257
mode,session_0897855137,user12,100,64,73,120,1200,1.6
iqr,session_0897855137,user12,294.246,180.766,134.659,771.236,939.79,1.05081
stdev,session_0897855137,user12,718.018,347.237,646.243,1983.5,2660.6,0.558269
min,session_0897855137,user12,0.310414,0.146007,0.292013,0.006246,0.250035,0.013513
max,session_0897855137,user12,7437.36,3266.05,7431.19,19621.9,23222.8,1.5708
range,session_0897855137,user12,7437.05,3265.91,7430.9,19621.9,23222.5,1.55728
mean,session_0919508187,user12,189.67,168.213,64.8385,534.324,603.917,0.386638
median,session_0919508187,user12,32.2581,26.1283,6.32737,141.374,189.828,0.165149
mode,session_0919508187,user12,180,80,24,1100,190,0.79
iqr,session_0919508187,user12,175.112,170.213,32.2581,440.158,407.431,0.760087
stdev,session_0919508187,user12,404.06,378.276,153.891,1172.81,1263.85,0.472829
min,session_0919508187,user12,0.30525,0.30525,0.362188,0.087339,1.41522,0.025635
max,session_0919508187,user12,3059,2990.83,954.128,8981.14,8463.82,1.5708
range,session_0919508187,user12,3058.69,2990.52,953.766,8981.05,8462.41,1.54516
mean,session_1017063962,user12,863.148,632.664,439.034,2284.27,2507.31,0.626187
median,session_1017063962,user12,153.655,72.3248,62.4027,619.117,656.106,0.473197
mode,session_1017063962,user12,130,110,110,1300,1200,1.6
iqr,session_1017063962,user12,830.888,474.762,343.42,2608.46,2594.64,0.989906
stdev,session_1017063962,user12,2932.79,1882.76,2282.25,4515.58,4623.45,0.541179
min,session_1017063962,user12,0.019244,0.019244,0.008619,0.032896,0.004169,0.00087
max,session_1017063962,user12,77053.6,42250,64437.5,71875.3,34868.6,1.5708
range,session_1017063962,user12,77053.6,42250,64437.5,71875.3,34868.6,1.56993
mean,session_1019062124,user12,351.986,223,210.131,898.91,809.668,0.616406
median,session_1019062124,user12,103.517,55.5229,27.5229,332.724,318.8,0.468278
mode,session_1019062124,user12,120,37,9.2,1600,1200,1.6
iqr,session_1019062124,user12,389.742,242.382,157.539,1078.43,1036.81,1.08907
stdev,session_1019062124,user12,640.984,402.584,528.11,1372.73,1269.96,0.563418
min,session_1019062124,user12,0.060972,0.060972,0.096177,0.504533,0.041391,0.018631
max,session_1019062124,user12,5356.43,3000,5281.82,9648.5,12319.1,1.5708
range,session_1019062124,user12,5356.37,2999.94,5281.72,9648,12319,1.55217
mean,session_1022551827,user12,397.172,201.653,275.544,1052.71,921.419,0.764988
median,session_1022551827,user12,84.583,45.6214,47.7585,316.47,194.618,0.785398
mode,session_1022551827,user12,500,73,64,270,31,0.79
iqr,session_1022551827,user12,449.23,229.598,151.34,827.742,759.741,0.992205
stdev,session_1022551827,user12,860.317,344.896,814.089,2269.22,2300.56,0.539927
min,session_1022551827,user12,0.286821,0.178891,0.309693,0.03954,0.26479,0.010101
max,session_1022551827,user12,6926,1700,6908.26,19128.2,20423.7,1.5708
range,session_1022551827,user12,6925.71,1699.82,6907.95,19128.1,20423.4,1.5607
mean,session_1134724645,user12,469.406,363.812,224.615,1296.37,1361.21,0.642079
median,session_1134724645,user12,126.295,72.5806,63.6364,354.496,403.794,0.526296
mode,session_1134724645,user12,1100,64,64,140,1300,1.6
iqr,session_1134724645,user12,457.586,313.406,258.938,1548.9,1631.06,0.955257
stdev,session_1134724645,user12,827.214,762.04,375.788,2320.29,2274.8,0.528924
min,session_1134724645,user12,0.017428,0.040884,0.00511,0.000037,0.000115,0.010526
max,session_1134724645,user12,5666.63,5563.83,2798.17,16257.4,17525.7,1.5708
range,session_1134724645,user12,5666.61,5563.79,2798.16,16257.4,17525.7,1.56027
mean,session_1143731163,user12,343.393,204.997,218.808,879.626,909.103,0.672724
median,session_1143731163,user12,109.234,45.8716,40,298.539,289.501,0.533958
mode,session_1143731163,user12,1100,9.2,9.2,1100,1200,1.6
iqr,session_1143731163,user12,439.123,234.058,228.487,1074.58,1082.08,1.22406
stdev,session_1143731163,user12,528.805,372.666,410.86,1357.28,1410.6,0.593103
min,session_1143731163,user12,0.011331,0.011331,0.013575,0.000129,0.022968,0.004202
max,session_1143731163,user12,3668.29,3360,3385.32,9666.96,9192.52,1.5708
range,session_1143731163,user12,3668.28,3359.99,3385.31,9666.96,9192.5,1.56659
mean,session_1178629549,user12,337.728,229.248,183.694,982.215,1272.26,0.659863
median,session_1178629549,user12,101.334,45.8716,29.9145,334.736,418.661,0.551655
mode,session_1178629549,user12,130,46,9.2,110,1800,1.6
iqr,session_1178629549,user12,381.896,194.692,208.458,1084.47,1319.36,1.21344
stdev,session_1178629549,user12,581.508,512.959,320.704,1731.41,2131.43,0.589451
min,session_1178629549,user12,0.152277,0.196002,0.152277,0.550677,0.117231,0.00578
max,session_1178629549,user12,4944.47,4513.76,2018.35,15019.5,15573.2,1.5708
range,session_1178629549,user12,4944.32,4513.57,2018.2,15019,15573.1,1.56502
mean,session_1196335015,user12,783.914,649.8,297.445,2662.47,3448.33,0.61085
median,session_1196335015,user12,199.262,105.191,91.7431,807.747,1253.35,0.487947
mode,session_1196335015,user12,130,11,100,11000,1300,1.6
iqr,session_1196335015,user12,670.918,462.668,347.392,2632,3653.45,0.971004
stdev,session_1196335015,user12,1411.43,1338.31,552.415,4205.41,5114.5,0.529521
min,session_1196335015,user12,0.139353,0.654022,0.139353,0.222295,0.108695,0.001534
max,session_1196335015,user12,7125.42,6936.17,4351.06,20211.2,25095.9,1.5708
range,session_1196335015,user12,7125.28,6935.52,4350.92,20210.9,25095.8,1.56926
mean,session_1205304288,user12,516.41,351.533,307.146,1817.38,2256.14,0.722068
median,session_1205304288,user12,146.209,64.1711,81.8182,555.933,910.301,0.785398
mode,session_1205304288,user12,1300,64,120,1300,1900,1.1
iqr,session_1205304288,user12,528.794,278.565,293.376,1983.45,2488.66,0.90995
stdev,session_1205304288,user12,994.749,751.811,687.851,3179.22,3532.23,0.518506
min,session_1205304288,user12,0.201501,0.101585,0.167659,0.031926,0.044927,0.020132
max,session_1205304288,user12,7085.83,5654.55,6715.6,21486.6,28790.2,1.5708
range,session_1205304288,user12,7085.62,5654.44,6715.43,21486.5,28790.2,1.55066
mean,session_1239074582,user12,430.508,332.625,203.938,1223.96,1395.35,0.645988
median,session_1239074582,user12,107.578,40,39.604,372.738,469.513,0.526435
mode,session_1239074582,user12,1100,64,64,1100,1300,1.6
iqr,session_1239074582,user12,439.398,300.181,180.947,1320.07,1489.46,1.16564
stdev,session_1239074582,user12,918.278,795.472,493.54,2425.34,2596.01,0.579146
min,session_1239074582,user12,0.00422,0.00422,0.046926,0.008176,0.023869,0.006211
max,session_1239074582,user12,10383.2,8954.13,5800,29918.1,30149,1.5708
range,session_1239074582,user12,10383.2,8954.12,5799.95,29918.1,30149,1.56458
mean,session_1288650341,user12,171.006,90.2226,121.408,395.302,345.38,0.491944
median,session_1288650341,user12,2.13675,0,0,18.6354,20.701,0
mode,session_1288650341,user12,110,110,64,210,120,1.6
iqr,session_1288650341,user12,110.092,45.8716,62.7932,252.722,200.238,1.10715
stdev,session_1288650341,user12,780.689,273.248,735.651,1426.46,1227.41,0.601695
min,session_1288650341,user12,0.03526,0.03526,0.180083,0.007644,0.012834,0.012048
max,session_1288650341,user12,18654.9,2946.24,18638.3,29704.6,24870.3,1.5708
range,session_1288650341,user12,18654.9,2946.2,18638.1,29704.6,24870.3,1.55875
mean,session_1358651464,user12,586.27,399.345,321.233,1721.25,2256.27,0.695555
median,session_1358651464,user12,212.62,145.164,64.2202,674.793,686.459,0.572901
mode,session_1358651464,user12,1000,1000,64,1600,210,1.6
iqr,session_1358651464,user12,766.404,458.634,270.584,1765.28,2042.06,1.05055
stdev,session_1358651464,user12,995.354,744.944,719.193,3118.15,3992.83,0.546999
min,session_1358651464,user12,0.070832,0.051948,0.070832,0.014383,0.002927,0.014924
max,session_1358651464,user12,6572.75,6385.32,6404.26,20694.6,22454.8,1.5708
range,session_1358651464,user12,6572.68,6385.27,6404.18,20694.6,22454.8,1.55587
mean,session_1412721528,user12,344.344,254.496,179.987,965.868,1115.68,0.594457
median,session_1412721528,user12,77.1007,36.6972,24,271.558,344.334,0.447672
mode,session_1412721528,user12,120,18,32,110,1100,1.6
iqr,session_1412721528,user12,338.377,208.542,147.326,929.716,1071.88,1.10715
stdev,session_1412721528,user12,732.498,602.389,441.709,1939.03,2224.25,0.569746
min,session_1412721528,user12,0.014085,0.014085,0.049234,0.000333,0.037158,0.00881
max,session_1412721528,user12,7608.38,5660.55,5174.31,23108.6,29642.5,1.5708
range,session_1412721528,user12,7608.36,5660.54,5174.26,23108.6,29642.5,1.56199
mean,session_1456340454,user12,545.617,395.887,322.542,1555.74,1354.57,0.67685
median,session_1456340454,user12,63.7321,45.8716,27.5229,315.573,328.285,0.600453
mode,session_1456340454,user12,15,200,8,39,130,1.6
iqr,session_1456340454,user12,396.394,274.972,181.284,1198.87,1808.73,1.02758
stdev,session_1456340454,user12,1369.45,1035.8,916.328,3236.2,1987.6,0.564093
min,session_1456340454,user12,0.05004,0.171851,0.05004,0.645869,0.120629,0.039979
max,session_1456340454,user12,9388.31,6581.56,6695.04,23123.9,8600.26,1.5708
range,session_1456340454,user12,9388.26,6581.39,6694.99,23123.3,8600.14,1.53082
mean,session_1508041930,user12,382.372,222.352,241.691,1053.94,1301.15,0.775807
median,session_1508041930,user12,99.2354,36.3636,45.8716,325.809,472.909,0.785398
mode,session_1508041930,user12,120,9.2,64,1100,1200,1.6
iqr,session_1508041930,user12,423.141,189.612,224.771,1093.96,1419.47,1.19815
stdev,session_1508041930,user12,1280.29,494.802,1196.95,2279.28,2348.28,0.589265
min,session_1508041930,user12,0.045143,0.059852,0.045143,0.0002,0.043455,0.002645
max,session_1508041930,user12,48479.9,4872.73,48466.7,63686.1,44221.9,1.5708
range,session_1508041930,user12,48479.9,4872.67,48466.6,63686.1,44221.9,1.56815
mean,session_1548161375,user12,2450.27,1712.57,1710.98,2218.14,1438.7,0.727393
median,session_1548161375,user12,65.3144,24,28.5714,186.15,166.857,0.720243
mode,session_1548161375,user12,160,9.2,64,180,120,1.6
iqr,session_1548161375,user12,266.481,143.597,142.734,609.923,527.873,1.21654
stdev,session_1548161375,user12,60825.1,42941.4,43079.9,51767.6,29965.7,0.586981
min,session_1548161375,user12,0.004756,0.01613,0.004756,0.000285,0.000345,0.009174
max,session_1548161375,user12,1957220,1381150,1386770,2021060,1198090,1.5708
range,session_1548161375,user12,1957220,1381150,1386770,2021060,1198090,1.56162
mean,session_1574713570,user12,284.059,180.805,182.301,739.993,779.69,0.743118
median,session_1574713570,user12,90.9091,23.3918,29.5567,221.073,190.833,0.785398
mode,session_1574713570,user12,160,9.2,18,110,1100,1.6
iqr,session_1574713570,user12,327.154,190.889,165.761,747.412,694.634,1.26403
stdev,session_1574713570,user12,673.215,496.99,470.149,1934.76,2205.63,0.608073
min,session_1574713570,user12,0.024593,0.024593,0.131096,0.011218,0.078275,0.011494
max,session_1574713570,user12,8468.05,6504.59,5422.02,24651.8,26330.5,1.5708
range,session_1574713570,user12,8468.03,6504.56,5421.89,24651.8,26330.4,1.5593
mean,session_1591951224,user12,486.95,357.798,267.6,1646.36,2327.77,0.714053
median,session_1591951224,user12,114.954,63.4921,63.6364,385.63,559.073,0.722979
mode,session_1591951224,user12,120,64,64,1400,1100,1.6
iqr,session_1591951224,user12,353.637,227.385,201.902,1189.74,2053.4,0.92905
stdev,session_1591951224,user12,1268.51,1035.64,757.666,4009.02,5059.68,0.51968
min,session_1591951224,user12,0.159872,0.105597,0.211193,0.095621,0.033463,0.007812
max,session_1591951224,user12,12962.2,10807.3,12914.9,50920.8,64679.6,1.5708
range,session_1591951224,user12,12962,10807.2,12914.7,50920.7,64679.5,1.56298
mean,session_1593696549,user12,555.688,362.046,328.137,1622.64,1812.71,0.641558
median,session_1593696549,user12,86.2439,45.8716,36.5297,253.971,339.703,0.544864
mode,session_1593696549,user12,140,64,18,120,150,1.6
iqr,session_1593696549,user12,316.135,179.754,160.583,1001.28,1623.71,1.04064
stdev,session_1593696549,user12,1421.81,1059.36,984.579,3786.85,3821.05,0.553874
min,session_1593696549,user12,0.052385,0.043283,0.043283,0.051941,0.098048,0.00505
max,session_1593696549,user12,12341.7,11581.8,8590.91,30845.8,31330,1.5708
range,session_1593696549,user12,12341.6,11581.8,8590.87,30845.7,31329.9,1.56575
mean,session_1656689994,user12,539.254,403.944,258.555,1496.74,1813.47,0.641224
median,session_1656689994,user12,131.356,57.5926,55.0459,461.376,532.192,0.54042
mode,session_1656689994,user12,110,37,18,1400,1900,1.6
iqr,session_1656689994,user12,503.668,312.418,230.453,1498.32,1749.5,1.04439
stdev,session_1656689994,user12,1066.62,937.158,565.904,2689.36,3267.39,0.550384
min,session_1656689994,user12,0.066876,0.066876,0.043081,0.012071,0.099681,0.005208
max,session_1656689994,user12,9121.15,7957.45,7137.61,22465.9,26055.8,1.5708
range,session_1656689994,user12,9121.09,7957.38,7137.57,22465.9,26055.7,1.56559
mean,session_1843905203,user12,348.001,264.052,165.908,961.209,1059.66,0.561901
median,session_1843905203,user12,129.344,80.6452,28.5714,362.203,359.269,0.363979
mode,session_1843905203,user12,130,64,18,1100,1800,1.6
iqr,session_1843905203,user12,353.205,267.229,150.763,875.643,891.674,1.06112
stdev,session_1843905203,user12,642.705,543.691,375.973,1729.61,1934.17,0.551028
min,session_1843905203,user12,0.035432,0.011205,0.033614,0.040407,0.180461,0.007692
max,session_1843905203,user12,6130.7,5806.45,3412.84,15018.4,18178.7,1.5708
range,session_1843905203,user12,6130.66,5806.44,3412.81,15018.3,18178.5,1.5631
mean,session_1928096865,user12,443.74,295.022,268.292,1355.52,1317.64,0.698525
median,session_1928096865,user12,81.3116,27.5229,35.461,354.473,374.059,0.702257
mode,session_1928096865,user12,180,9.2,170,1800,1100,1.6
iqr,session_1928096865,user12,339.618,183.486,182.825,1109.71,1283.75,1.21844
stdev,session_1928096865,user12,1701.99,1120.12,1296.17,6255.62,3141.19,0.591285
min,session_1928096865,user12,0.080031,0.035791,0.071582,0.010553,0.058623,0.006944
