session,user,Cluster,Distance,Distance_Cluster_1,Distance_Cluster_2,Distance_Cluster_3,Distance_Cluster_4,Distance_Cluster_5,Distance_Cluster_6,Distance_Cluster_7,Distance_Cluster_8,Distance_Cluster_9,Distance_Cluster_10
session_0718520474,user12,6,2.1190430451,6.1360077267,14.225937776,15.749676769,49.739613905,21.040608014,2.1190430451,51.838947483,25.807061838,92.30619765,23.973880836
session_0756345960,user12,1,1.9561406697,1.9561406697,2.2704204879,9.3274181665,29.786775373,4.3232541263,6.0827152448,20.076946445,14.800783633,61.955006708,13.035788945
session_0767152123,user12,1,1.2018019887,1.2018019887,4.4493543343,2.9907671307,42.138131659,12.387292698,1.6223781893,36.703796494,21.463743824,81.575884477,13.769738985
session_0831009063,user12,5,1.5883758208,6.0735553777,3.644062141,15.913530742,24.231514663,1.5883758208,13.501065017,11.042317558,13.632045129,50.857827972,14.563315192
session_0840816364,user12,6,0.6900511361,1.4390437928,6.0176749488,6.3985992061,41.873740951,13.170344445,0.6900511361,38.604525629,20.744072102,81.629763761,15.790848146
session_0846697406,user12,2,2.0806174285,7.5900895007,2.0806174285,9.2655602605,27.263929995,2.4017555842,17.631070173,9.5926150609,17.520136705,53.424144424,11.507652754
session_0890611696,user12,1,3.7566985773,3.7566985773,6.0762973449,14.664342148,33.177171472,6.8332147673,6.269661751,25.984415287,16.73096352,66.646148758,16.746129336
session_0893120027,user12,1,1.8590631958,1.8590631958,5.671283743,8.317347712,39.261671426,11.49613329,2.0105091982,34.360147707,19.557696386,77.26247082,16.398026946
session_0897855137,user12,1,0.9586251939,0.9586251939,3.748750128,1.5695945154,42.227118482,11.592786021,1.8964677345,36.085509669,21.564539407,81.572629956,12.386721387
session_0919508187,user12,3,3.4271356415,13.645058668,15.352176738,3.4271356415,64.731329336,29.111464265,14.709538845,56.338163952,41.380737117,108.19365896,22.429566971
session_1017063962,user12,7,0.5714017602,26.776931147,16.154024307,36.523897722,23.106705508,6.7860064045,43.270222534,0.5714017602,23.32481276,36.689903894,25.815543698
session_1019062124,user12,1,0.2574802174,0.2574802174,1.3353064861,3.5330748015,34.274020537,6.2647054003,3.2586305832,25.871012952,16.835809954,69.628021178,10.754553402
session_1022551827,user12,2,1.1111543575,1.5137835973,1.1111543575,2.5326341278,36.010585778,6.0378648223,5.9665656314,23.94661983,19.333702797,70.718636338,10.97723313
session_1134724645,user12,2,0.7666066469,4.4898405877,0.7666066469,7.3682538808,25.993876654,1.2349967494,12.878209545,12.226272413,14.548060493,53.8290873,8.7850822752
session_1143731163,user12,1,1.6497585925,1.6497585925,3.2478042424,10.283662741,31.436987588,5.0201966661,4.6682987999,23.491901759,15.134151787,64.905745924,13.559093479
session_1178629549,user12,1,0.844602525,0.844602525,3.6792559478,8.0949723231,34.275959636,7.3040468622,2.4010129284,28.977943451,16.104376979,70.058754007,13.037184937
session_1196335015,user12,7,1.1742117924,19.913347448,10.713564363,27.806892522,19.600918246,3.5150014516,34.72777768,1.1742117924,17.59896403,35.648989823,18.339826678
session_1205304288,user12,5,1.4438633894,7.5507023021,2.5142896686,10.451025016,23.978337606,1.4438633894,17.505737039,10.423726588,14.674674039,49.179000437,8.9732179956
session_1239074582,user12,1,1.3353119586,1.3353119586,1.7050850867,7.8610319087,29.545020012,4.2315004772,5.3497709411,20.622210527,14.296878968,62.027402541,11.75824904
session_1288650341,user12,6,3.8171174961,9.1353519577,17.455010809,7.3757813009,66.710504568,31.454148955,3.8171174961,68.09933476,38.151264738,115.7441302,25.445098124
session_1358651464,user12,7,2.5376156486,17.51488636,9.6766716876,26.578518988,24.452795233,3.6039821327,30.750736775,2.5376156486,20.27676495,43.580561153,21.559383792
session_1412721528,user12,1,0.210934615,0.210934615,2.686280427,3.106056873,38.008930391,8.9838723026,1.6665991006,31.614553876,18.649857618,75.659830533,11.850795363
session_1456340454,user12,2,0.3354412182,0.9220619264,0.3354412182,3.3198909174,31.135788459,4.2509718785,5.6995239929,21.107843301,15.55980858,64.178728697,9.0404228519
session_1508041930,user12,1,1.1624656383,1.1624656383,3.274499648,8.6756613588,32.771269619,5.9829363909,3.5765759048,26.286019338,15.576560178,67.361505872,12.687366699
session_1548161375,user12,6,0.0371346987,1.9083350077,7.5995098768,6.5583483343,46.276607352,15.471388234,0.0371346987,43.762092919,23.309463783,88.10393319,17.23677965
session_1574713570,user12,6,0.9122291874,1.5004311076,6.1955734251,8.654951938,40.81003624,11.799657153,0.9122291874,36.757223949,19.99618435,79.888315177,16.619259844
session_1591951224,user12,2,1.154175191,2.1411589926,1.154175191,1.7633205802,33.711686724,5.9349338073,7.2493056771,23.954705244,17.696793877,67.294982932,8.230443744
session_1593696549,user12,1,0.5733241289,0.5733241289,2.6475050816,1.6684076245,38.410230212,9.3933703824,2.3970926503,32.496085981,19.066950804,76.041536519,10.470205322
session_1656689994,user12,2,0.4667864145,3.1151428937,0.4667864145,8.1269803935,25.389276207,0.8952070894,10.425033591,12.593014334,13.402361241,53.930909856,9.6350686471
session_1843905203,user12,1,0.626113751,0.626113751,1.4766693026,2.8126438351,36.018779436,6.9608384511,3.7465684925,26.472063757,18.234137331,71.825927034,11.219114939
session_1928096865,user12,1,0.7522585435,0.7522585435,4.5294031836,7.1924662354,36.861669629,9.5828315807,1.165735188,33.363000364,17.333531326,74.361160877,13.530173054
session_1956761643,user12,6,0.3628383384,2.8625583727,9.297997842,9.488678788,45.218988179,16.58685134,0.3628383384,45.456101599,22.404030743,86.667328254,18.287330231
session_2062712102,user12,8,2.9985019555,25.210349865,24.489886707,39.613407256,5.8032023993,20.44224214,31.471122882,32.314291355,2.9985019555,20.98563953,12.816380292
session_2083592190,user12,6,0.7161033396,1.6753749748,6.2834827244,3.074518127,46.297124088,15.139490741,0.7161033396,42.958502281,23.67677142,87.932786794,14.793354055
session_2092403163,user12,5,2.7735843135,10.995481918,3.822938078,11.746000121,23.693521665,2.7735843135,22.928264383,7.846669737,16.541187782,46.559569443,10.084484628
session_2116060291,user12,5,0.3642651432,9.5227526758,3.4698440854,15.183114042,20.779172281,0.3642651432,20.681743521,5.2997254831,13.712798735,43.194990886,11.420185036
session_2177337196,user12,10,1.1037651669,10.556339121,9.3067905076,12.193505011,12.531703143,13.220874924,16.02666976,29.242413489,3.8136423031,36.246560925,1.1037651669
session_2217789924,user12,6,0.3320758105,2.3650197496,8.3226986695,7.4869972104,46.974685578,15.840772109,0.3320758105,44.796373514,23.747970182,88.964429609,17.727785906
session_2237300884,user12,6,0.1227250471,1.6022712135,6.81728349,5.3002627386,45.205388702,15.006248427,0.1227250471,42.638276809,22.6647546,86.621250891,16.070172879
session_2287816341,user12,2,0.918664394,1.1288289641,0.918664394,6.9636431585,29.550863043,3.1333293486,5.7853918569,18.99170474,14.554022137,61.732313289,11.074901138
session_2323064700,user12,1,1.2628036536,1.2628036536,4.8859594058,2.1527830646,44.939452191,13.32371279,1.2987153605,39.254762925,23.171738941,85.620473329,14.02324367
session_2487049182,user12,6,0.2111745349,3.2205718465,9.8505994096,6.4159696912,50.135230819,19.347502703,0.2111745349,50.309941773,25.743329041,93.725827771,18.239146723
session_2509775056,user12,6,1.9035360906,8.0841453897,17.594855746,12.480834474,61.110515614,29.259402836,1.9035360906,64.810953831,33.510517805,108.64077316,26.914081397
session_2555172883,user12,2,0.6685251507,1.0320363556,0.6685251507,3.6675783969,31.502835741,4.8164033403,5.5363636502,21.825930849,15.878495157,64.770661478,9.6624598964
session_2614149384,user12,6,1.0143563173,1.6619077484,5.9053998784,2.5392360794,45.412323926,14.902762619,1.0143563173,42.079373386,23.205907433,86.605119886,14.156593771
session_2726751248,user12,6,1.2524166164,4.6103286513,11.270634297,5.043800072,55.886807535,22.691882564,1.2524166164,54.751729003,30.215352316,101.33913393,20.122855152
session_2794743722,user12,6,0.5116852278,1.5968415841,6.5352851005,7.0276162291,42.766311065,13.648239967,0.5116852278,39.609447029,21.19763735,82.941906015,16.52901019
session_2923450227,user12,1,0.5583686114,0.5583686114,0.8486600514,4.6695376466,30.749419551,4.0630327325,4.6552389759,22.374647075,14.705389858,64.113237911,9.1786980286
session_2937285388,user12,3,1.864580003,3.8391115542,1.9300207977,1.864580003,36.543905,7.5843745912,9.6025058225,23.647383382,20.872967752,70.130868349,10.609638178
session_2948657089,user12,2,0.5915574162,0.7419460726,0.5915574162,4.3066330523,28.833064632,3.8033775085,5.2600570111,21.458222212,13.49635665,61.314370927,7.8817015856
session_2954669341,user12,6,0.707778665,1.6920613002,6.7779477035,8.777624716,41.083165213,12.642135701,0.707778665,38.590826437,19.978675234,80.485914838,16.447231368
session_3200427673,user12,1,0.2645120419,0.2645120419,2.7841768071,3.4013790188,38.372157722,9.0256835424,1.6749025706,31.524778844,18.898911209,76.1182094,12.340521643
session_3226676976,user12,5,1.1538558073,3.4593015489,1.5494136973,10.977953619,25.860120006,1.1538558073,10.167964156,13.010833876,13.644045314,54.566616141,11.961209064
session_3230049516,user12,5,0.8140504129,3.467988913,0.9436358883,9.5841407519,26.378663625,0.8140504129,10.739110946,12.185930404,14.293435923,55.00167433,11.288441354
session_3267760096,user12,1,0.2268274898,0.2268274898,1.0808982544,4.5327204521,32.994804998,4.8550590048,3.66488225,23.922959422,16.028846557,67.568478115,10.544213672
session_3315925736,user12,5,0.8443966122,8.3706148873,3.1608316474,14.776868731,20.6903451,0.8443966122,18.526381714,6.469022994,13.058255835,43.9793718,11.806677837
session_3360873587,user12,2,1.1791904084,1.3564849017,1.1791904084,4.9072984729,31.348457651,5.1849884061,5.6623335963,21.772952149,15.814378025,64.480825018,10.722713239
session_3387344935,user12,2,0.7826634228,1.0329271162,0.7826634228,2.4326739716,32.205589289,5.1825049079,5.4752078613,23.730664323,15.981704961,65.939872814,8.1475460258
session_3448521340,user12,1,0.6146126244,0.6146126244,1.9358286204,3.5851784479,33.295628497,7.4633173562,3.261119561,27.471575924,15.959195227,68.532075907,10.164957496
session_3487526409,user12,5,1.2299602931,7.7214395601,4.6357136412,18.271963196,24.142417338,1.2299602931,16.035946971,9.4652055656,14.401317451,49.554971703,15.658837765
session_3541851149,user12,6,0.6325664342,4.5038258829,12.183336145,11.271038768,50.824146261,20.533308783,0.6325664342,51.691919523,26.285365443,94.418373083,21.913861928
session_3571551367,user12,1,1.0352626845,1.0352626845,2.0735030012,5.3164290781,34.250693576,6.7387307227,4.0554230984,25.268068544,17.175196385,69.192230601,12.435910417
session_3657391768,user12,1,0.5547400306,0.5547400306,2.7534877888,4.4947296818,36.764352219,8.4887600294,2.3136210523,29.659419187,18.120776565,73.57085327,12.693591524
session_3678562948,user12,5,1.8179976847,3.1937600503,2.1052170102,11.611483392,27.216960418,1.8179976847,9.0967653945,14.888053855,14.08776007,56.888916406,12.961903496
session_3683562482,user12,6,2.0254766186,7.9304802258,17.52742238,15.333633744,57.345440742,27.10779928,2.0254766186,61.793759947,30.770977683,103.26797943,26.727653288
session_3778195656,user12,1,2.325339381,2.325339381,5.975485298,10.425050088,37.442115124,10.633763143,2.8125852304,32.426436263,18.571028333,74.316908108,16.964539227
session_3807007352,user12,2,1.5999174535,4.0859539196,1.5999174535,3.5053828681,33.03319874,6.1259013495,10.543930439,20.120836464,18.834777513,64.808045961,10.381819061
session_3861991564,user12,1,2.0047961477,2.0047961477,2.5349943282,10.129383325,29.802044831,3.4776677354,6.2128626734,20.362306032,14.615965808,61.894916563,12.529431479
session_3928799857,user12,5,4.1115975937,5.5289823468,5.674921018,17.510360001,28.780374216,4.1115975937,10.453933423,18.126260242,15.344108284,58.519486377,17.09402891
session_3932609601,user12,2,0.3954634227,1.0010278128,0.3954634227,4.8197490166,30.08475749,3.5412413504,5.8952347214,19.546925378,14.99583181,62.530250916,9.8448353044
session_3958419196,user12,2,2.2006719853,2.5704634926,2.2006719853,10.828912016,27.5563513,2.857494549,7.6090467171,17.206355002,13.81519159,58.133215396,12.724066555
session_3996482621,user12,2,0.2789890483,1.8169711971,0.2789890483,5.3504253082,27.669840243,2.6910999353,7.7449829709,17.198879943,14.034276917,58.428825691,8.8153248452
session_4051438580,user12,1,0.3441970127,0.3441970127,3.6590141354,4.9461684366,38.818944392,9.3285754885,1.1263415603,33.170655656,18.825403191,76.988066006,13.045735362
session_4066543084,user12,4,0.7859025187,39.988911037,34.002899232,49.22826974,0.7859025187,29.065905468,51.430144904,32.397509125,5.6296464321,6.6127259847,14.282813372
session_4091639526,user12,5,1.3430616393,12.753961404,5.4109167715,18.441216691,24.952620821,1.3430616393,25.273483391,3.3911512903,18.567353651,46.643777781,16.122193285
session_4137223552,user12,1,0.2546699836,0.2546699836,2.0508810476,5.8940900613,33.316320766,6.0460278724,2.7171900139,26.071633389,15.826693827,68.498954061,11.718690747
session_4138202528,user12,5,2.1626260474,12.410396467,7.3400654478,21.521159403,25.813529027,2.1626260474,23.046312111,8.3328557998,17.792506961,48.908291578,17.058956638
session_4157921188,user12,6,0.5010981104,1.9997352684,7.5258929553,7.6675439669,44.356165285,14.304371847,0.5010981104,42.20234778,22.015328138,85.218098409,16.65071173
session_4345009224,user12,5,0.5821934381,4.1925710431,1.0985217343,10.257634613,25.132164041,0.5821934381,12.060220681,10.760307963,13.879889883,52.740437239,11.159207818
session_4383618618,user12,5,2.5266791983,16.110038122,9.4696411686,26.302837708,21.382481997,2.5266791983,28.497839449,4.855445131,16.572829408,40.61483567,17.917594844
session_4397591928,user12,6,0.6560997292,1.3416484096,5.7174724443,4.3345859915,43.152090168,13.824234765,0.6560997292,39.882518175,21.587552899,83.514984574,14.814074057
session_4414280148,user12,5,0.4890299559,4.5912828443,1.7150355472,11.918024149,24.928693994,0.4890299559,12.372500324,10.643497157,13.770502816,52.282128806,12.016012631
session_4498932663,user12,5,1.0355507328,3.7135250266,1.8653457548,11.521978089,24.042597968,1.0355507328,10.476400078,13.325128121,12.260224221,52.088124702,10.782603577
session_4876159319,user12,1,0.8422948264,0.8422948264,1.9145080979,7.5142602991,29.79080849,4.3165457228,4.2950041899,22.877559709,13.823886421,62.936327194,10.65155485
session_4879326735,user12,2,0.7511726549,4.2178882208,0.7511726549,4.2415796023,30.775985486,3.5893507643,11.946753582,15.962392101,17.827398346,60.894974705,9.4956083302
session_4905082660,user12,3,4.3548703384,15.693648156,13.239952008,4.3548703384,56.579268974,23.793053449,21.308237518,43.769055543,38.36431336,93.864244046,19.082460453
session_4942286007,user12,1,0.518563443,0.518563443,3.1957407265,4.6318808104,37.187028341,8.3231859765,2.0439002608,31.53327627,17.972704694,74.357433745,11.651421512
session_4970622399,user12,5,1.1872505984,13.301718416,5.7860594336,19.342157787,21.43349301,1.1872505984,26.100943752,3.0566255706,16.218126514,41.669126736,14.401649849
session_4996580201,user12,2,0.7128382669,1.4592806485,0.7128382669,1.9751824154,34.662117838,5.352501264,6.3245663503,23.152463691,18.268647507,68.796809783,9.4663635481
session_5035500864,user12,5,0.4634390678,5.7358193837,1.2328124642,10.002401333,24.82091526,0.4634390678,15.02506278,8.9096707689,14.776507812,51.073217405,10.561574915
session_5035854005,user12,3,1.6279475541,2.760166928,2.9477233337,1.6279475541,40.696006464,10.14515606,6.2280573032,29.610597928,22.490819475,77.37982026,12.678169419
session_5046103917,user12,1,0.4721403501,0.4721403501,0.7209474237,2.6762263741,32.076033185,5.3471328802,4.3583022883,24.158337162,15.602566856,66.210724592,8.6758808584
session_5052301661,user12,7,0.2291078046,26.928691611,15.836576011,35.269807904,27.256593029,7.1230633717,43.737206544,0.2291078046,26.596708545,41.956090318,27.630679177
session_5056600779,user12,1,0.9884927619,0.9884927619,1.826708514,2.0869422748,35.855060456,7.1880827059,4.2616158308,28.258254252,18.023236675,71.582841492,9.3207652322
session_5088690608,user12,1,0.424075385,0.424075385,1.8640844564,6.3633608963,33.14522849,5.3698092481,3.3011727023,24.509390672,15.980947134,67.894306991,12.122988722
session_5254631909,user12,3,6.2675775659,19.431798829,20.744701943,6.2675775659,71.992864972,35.7364194,20.734069014,63.95941546,48.323481533,116.0827166,26.464765618
session_5256432882,user12,2,1.5981331423,3.2187400695,1.5981331423,10.042375932,27.524870297,2.2762344619,9.42604141,14.507698287,14.635138601,57.210456117,12.633333472
session_5269540222,user12,1,0.8808387267,0.8808387267,1.9514776716,1.1294164708,38.108354812,8.4279573078,3.6998918211,29.820719223,19.494728835,74.942979372,10.288728875
session_5301408182,user12,1,1.5784258879,1.5784258879,2.9262734617,9.5234509426,30.332826279,5.3508994005,4.6795076342,23.155195265,14.521078599,63.468680286,12.984173447
session_5346999982,user12,1,1.0248277918,1.0248277918,1.6093353665,7.7100976405,28.1342119,3.6095730957,5.0050783226,21.174224182,12.928555096,60.346635743,10.015759218
session_5352520893,user12,5,0.5599995306,8.1925088674,2.898793013,13.021846021,24.798814109,0.5599995306,18.561736607,7.8426611482,15.823922004,49.50220792,11.699117805
session_5420574020,user12,2,0.6681951162,4.0801959038,0.6681951162,8.0231872517,24.920914929,1.3388028663,12.05817177,11.752646038,13.756846727,52.645908431,9.5164143962
session_5460114218,user12,2,1.7203711304,6.7521252385,1.7203711304,7.2241934915,29.734046893,3.0934278415,16.187685419,11.907127573,18.741096121,57.470102732,11.252669255
session_5466872812,user12,1,0.4880997758,0.4880997758,3.2356063674,6.3702008547,34.969934987,7.5129892265,2.0464011488,29.813084317,16.435087046,71.247902857,12.029105484
session_5476317070,user12,1,3.519451418,3.519451418,4.335006366,5.9274214282,37.871409026,8.1227632092,7.1583087391,29.442802545,20.146051818,73.107646584,11.713471763
session_5491040460,user12,1,0.8608926756,0.8608926756,4.4233552053,5.5980737235,39.257010011,10.837265809,1.2019877728,34.341675441,19.243091634,77.64719634,14.303030432
session_5518980455,user12,2,2.1152916274,2.4668360913,2.1152916274,9.9682824333,28.101201932,3.4900358106,7.3449244132,17.936884596,14.154157037,59.055644824,12.653613111
session_5542773405,user12,1,0.7582743667,0.7582743667,4.3275873739,7.4461953508,37.086452589,9.2149666076,1.3717840284,32.23306288,17.706996371,74.46134547,14.206067989
session_5577188457,user12,6,0.4175203512,2.0126179424,7.2394615756,3.9734429904,47.966699821,16.308421832,0.4175203512,45.028155431,24.638159082,90.397874196,16.13391064
session_5659881884,user12,2,0.7016956126,2.158339293,0.7016956126,8.0104354913,27.718506143,1.8010212796,8.1901942836,15.212555325,14.237520026,58.05154626,10.98724641
session_5693830545,user12,3,0.7075070208,5.0729740968,5.6519255294,0.7075070208,46.80018385,15.033598858,7.8562556488,37.003107975,27.066765962,85.50925614,14.096456288
session_5739627610,user12,1,0.3965932129,0.3965932129,0.7781366039,2.7461498626,33.066207702,5.3597542413,4.1682855565,24.422198363,16.225443844,67.602442105,9.2123679599
session_5747551041,user12,1,2.0359079173,2.0359079173,3.5653556789,11.268943212,30.139377059,4.9579723393,5.1711269836,22.956560682,14.331532456,62.942869006,13.536622386
session_5771189096,user12,1,0.6739990225,0.6739990225,2.2585876808,6.1526864117,33.586013309,6.5032977394,3.2527021094,25.752391513,16.303789737,68.632418046,12.448313489
session_5826984218,user12,2,5.6853241385,6.4038602133,5.6853241385,16.05861477,29.763100202,6.0384474181,11.692456799,17.874993501,16.843871939,59.432636244,18.053797022
session_6026454768,user12,6,0.1904777133,3.0805127161,9.5657610257,6.9732220359,49.558927493,18.858281807,0.1904777133,48.756699635,25.531576663,92.813907669,18.972736827
session_6142373482,user12,6,0.8814631652,5.5875061181,13.836347168,10.978309003,54.483035732,23.805074746,0.8814631652,56.390576322,28.847657959,99.587770399,23.434269495
session_6167829880,user12,1,0.3701918023,0.3701918023,0.7896691489,4.6269196501,31.530789207,4.4100561287,4.2223749808,22.397490954,15.242536408,65.313117626,10.136441821
session_6181462981,user12,6,1.4290111622,4.9844507155,12.34870081,12.97342806,49.419847912,20.153257686,1.4290111622,49.497010045,25.759575284,92.029896956,23.095351409
session_6186753676,user12,1,0.8699619163,0.8699619163,1.3122290375,1.7019418982,34.494336506,6.6887066969,4.4947064974,26.856174573,17.211253266,69.607537738,8.6662171361
session_6229277499,user12,6,0.7228514742,2.9719277624,9.0472006626,9.6086031472,45.411104791,16.506428291,0.7228514742,44.027376946,22.940956577,86.648625459,19.277909238
session_6237876052,user12,1,0.7119555699,0.7119555699,3.7278740788,3.5384437307,40.631294082,10.77280854,1.4970625355,34.186808505,20.441712242,79.38617045,13.610022867
session_6304072815,user12,1,0.5916015926,0.5916015926,3.7022007552,7.0557703787,36.678483659,8.1128845854,1.75260683,30.60272924,17.629437979,73.629506808,13.655080853
session_6325552510,user12,6,4.937366092,13.263822913,25.015862278,21.308187602,68.421821689,36.453336473,4.937366092,74.558707044,39.130838594,117.69930398,35.491409542
session_6339352963,user12,1,0.8216242018,0.8216242018,1.4003083394,4.2396997389,34.295819355,6.0519509807,4.309192949,24.259817024,17.359276064,69.092660415,11.674978188
session_6342146915,user12,3,0.9127712242,1.716617989,1.6815488495,0.9127712242,34.93445466,7.9031840287,5.6396159985,27.620692313,17.962662115,69.886735917,8.4251355566
session_6367235807,user12,1,1.4663764943,1.4663764943,5.0485677333,9.2998520936,36.801515082,9.4998785715,2.0939362596,31.656772969,17.795987459,73.708317834,15.629424804
session_6446737316,user12,1,0.1900758883,0.1900758883,3.1589838128,4.5076563803,37.735553205,8.9582578403,1.2494983492,31.934750343,18.206597735,75.436590956,12.587223945
session_6460917775,user12,1,1.3156594856,1.3156594856,3.0294903817,8.9363741153,32.326514857,5.2838447975,4.1867940885,24.790450804,15.531225449,66.411362773,12.720860036
session_6468388206,user12,2,1.5011251692,3.0945476626,1.5011251692,9.211656346,29.092705699,1.650426633,9.4966704642,15.469631141,15.466910882,59.3276661,11.613814111
session_6558293608,user12,6,0.1545133054,1.5562489686,6.8806182411,6.8114994279,42.971133353,14.029824269,0.1545133054,41.381669974,21.003188711,83.508246736,15.764085101
session_6568158324,user12,7,1.5633570413,22.357112365,13.626341319,33.721086945,19.547695677,5.0398282822,36.878062931,1.5633570413,18.275004475,34.616120384,22.49217637
session_6597902520,user12,2,0.4939321444,0.9403838822,0.4939321444,4.0243237369,32.163171202,4.2381738393,5.5895652527,20.883820523,16.408349122,65.508512072,10.376698167
session_6695269196,user12,3,0.7539330683,2.6618139285,5.6690316117,0.7539330683,46.084044039,15.148885535,3.1593203312,41.415218381,24.467773746,86.704733223,12.965623194
session_6721137284,user12,1,0.3576368013,0.3576368013,3.5467699451,3.4801003032,39.476773274,10.281685181,1.0650662939,34.274509031,19.347557264,78.035138523,12.578151481
session_6835186342,user12,1,0.243083172,0.243083172,2.3793310477,5.6922050122,33.475668506,6.4810635995,2.4061907878,27.670945852,15.623260547,68.981911394,11.074791234
session_6851257171,user12,1,0.1480901374,0.1480901374,1.952749215,4.5783939682,35.294123799,6.7675384425,2.4680467948,27.275705389,17.189755111,71.338869409,11.909575968
session_6862559677,user12,1,0.3431159299,0.3431159299,1.2075459456,2.5111671417,34.672502244,6.2124670971,3.5997648151,26.441064166,17.068371971,70.108939113,9.6215034397
session_6965771386,user12,5,0.4758410625,8.5369061053,2.6850385358,13.235215151,21.392319444,0.4758410625,19.349249558,6.1082045826,13.761332707,44.63084448,10.638005791
session_6974460768,user12,2,0.7330333399,1.2339275546,0.7330333399,6.9385922727,25.914675899,2.5285468469,6.2758746157,18.249175754,11.928577418,56.723845514,8.6175006761
session_6983304371,user12,6,0.7133519558,1.1233197423,5.2600711054,4.2150815509,42.399148262,13.079720823,0.7133519558,38.633926968,21.113917551,82.399478282,14.453651497
session_7061089586,user12,1,0.7105798869,0.7105798869,3.1361092714,2.5613207245,38.733956867,9.4508282878,2.2992780314,33.236185916,19.1428452,76.532520744,10.849497933
session_7149136762,user12,6,0.534168227,2.1555677438,7.834328745,8.6565307905,44.173212314,14.340387102,0.534168227,42.006345628,21.918403696,84.915730446,17.388275875
session_7168735362,user12,5,0.6146016262,4.6298034653,0.8679232919,9.296585351,25.004971298,0.6146016262,13.107428768,10.177528863,14.205461604,52.168282442,10.359445306
session_7214352144,user12,2,0.5704414758,3.3778822778,0.5704414758,7.6564023747,27.10181615,1.6047462341,10.70590979,12.946536186,14.866828214,56.125730712,10.604639372
session_7251443361,user12,6,0.1634807501,1.2645971056,6.2239509153,5.3218958002,43.4166282,13.755509563,0.1634807501,40.995523981,21.392662835,84.101668365,15.015909225
session_7328625738,user12,1,0.6845242963,0.6845242963,2.1797089083,7.4577870194,31.602585871,5.0723383301,3.6214312816,24.119701857,14.847146744,65.691485185,11.788475398
session_7361695503,user12,2,1.5709116497,6.0451827785,1.5709116497,7.7208624816,28.168441263,1.9063655963,15.212944338,12.236825363,16.938868661,55.771243946,9.7614311173
session_7370953010,user12,3,1.3824152473,2.0126635316,2.35100615,1.3824152473,38.442743233,9.2403461017,5.4021859649,28.962727404,20.519709211,74.685261603,11.208128008
session_7374443981,user12,1,0.5519911696,0.5519911696,3.9795291764,2.9856576449,40.519940283,11.141194173,0.9936417002,36.17844158,19.876673275,79.627222901,12.294561946
session_7454853209,user12,1,1.1183213178,1.1183213178,1.5263138395,6.9379903662,29.632959297,3.6740526366,5.2821955665,21.592007089,14.121049904,62.252157134,10.004577774
session_7489987884,user12,1,1.1660735833,1.1660735833,2.1369818752,3.8405604725,35.46029722,7.7341030199,4.1095066734,26.879198751,17.96573364,70.97287223,11.854577577
