session,user,Cluster,Distance,Distance_Cluster_1,Distance_Cluster_2,Distance_Cluster_3,Distance_Cluster_4,Distance_Cluster_5,Distance_Cluster_6,Distance_Cluster_7,Distance_Cluster_8,Distance_Cluster_9,Distance_Cluster_10
session_2062712102,user12,10,0.4735934879,91.935232981,59.015816141,6.8217768002,261.36743869,1126.2155961,19.032987359,314.59083836,1254.4377063,4.7121495801,0.4735934879
session_2083592190,user12,3,0.138038258,97.533567231,76.928642678,0.138038258,273.76708293,1198.5355547,22.625510052,361.34644898,1278.449526,3.3210857942,10.363039073
session_2092403163,user12,3,1.3696846206,89.357318111,70.07010924,1.3696846206,257.52591524,1159.9350376,20.520194557,343.19271212,1241.5590601,7.1936899967,12.186625851
session_2116060291,user12,9,0.255172998,86.835022428,65.145969867,3.4047570387,256.26440531,1156.2329766,16.353458161,335.0935234,1241.2891865,0.255172998,7.2332519306
session_2177337196,user12,3,3.5030654844,94.360513557,64.085119564,3.5030654844,264.86673144,1141.0049916,21.394519437,326.47673251,1261.6793345,7.4940168528,3.6086745173
session_2217789924,user12,9,1.5391914276,100.54805891,78.234258571,7.6914222032,278.35097922,1203.4227521,23.983906239,360.65888965,1284.0280165,1.5391914276,11.028260225
session_2237300884,user12,9,0.117696647,96.950393528,75.280345774,1.6833780278,274.08779553,1198.8173849,21.068144509,358.63433672,1279.7277928,0.117696647,8.3378812186
session_2287816341,user12,3,0.368067131,94.142473758,73.1665162,0.368067131,269.14715546,1188.9319983,19.973808698,354.33742894,1269.7031269,0.9042308096,8.3175079534
session_2323064700,user12,9,0.3549572287,95.837645538,74.526051759,0.9875339486,272.21365159,1195.4693274,20.601685178,357.27732223,1276.0261256,0.3549572287,8.2743662676
session_2487049182,user12,9,0.058188841,97.47171678,75.485145946,2.8285438876,274.77379811,1199.1510133,21.376637279,358.40342967,1280.5237451,0.058188841,8.5255815022
session_2509775056,user12,9,0.1558583689,98.323285272,76.541741062,1.717246778,276.41357828,1203.8953584,21.739899865,361.3670334,1284.6062363,0.1558583689,8.5306741568
session_2555172883,user12,3,0.306880034,92.247434554,72.078201537,0.306880034,264.11167578,1176.0759513,20.537212603,349.91863875,1257.5952057,4.3633745298,10.385950163
session_2614149384,user12,9,0.0927676198,94.939332139,73.030408156,3.3903213972,270.2966646,1188.6636842,20.228817361,352.63044462,1270.7098282,0.0927676198,8.3354911648
session_2726751248,user12,3,0.0857651628,97.279195296,76.534711714,0.0857651628,273.95171641,1199.7305057,22.016742789,361.2110251,1279.3417832,2.1608327336,9.5714754219
session_2794743722,user12,3,0.1994292414,95.089826043,74.122480562,0.1994292414,270.60268982,1192.0469848,20.568529283,356.3137372,1272.7371793,1.2872790961,8.6548031579
session_2923450227,user12,3,0.2395635288,90.119586432,69.422353077,0.2395635288,262.12910188,1173.0882049,18.136099451,346.00342767,1254.9195928,1.1623352963,7.9340490119
session_2937285388,user12,3,0.4784201663,95.167280007,75.101330106,0.4784201663,268.80300372,1186.7279262,22.244188481,356.15498129,1266.968219,4.9581658016,11.299804131
session_2948657089,user12,3,0.0891076928,88.44559685,67.34166611,0.0891076928,258.74796393,1162.9803182,17.575865854,340.83099444,1247.9573495,2.0772973512,7.7647115467
session_2954669341,user12,9,0.0686664842,94.876768865,72.967874228,3.2244316473,270.22939889,1188.6009885,20.168042728,352.60634526,1270.7054381,0.0686664842,8.2824458265
session_3200427673,user12,3,0.4731312281,90.909668114,70.320374393,0.4731312281,263.68162666,1177.392171,18.413256655,348.13156512,1258.037977,0.751061384,7.9769545831
session_3226676976,user12,3,0.0436052006,93.026459617,72.455014701,0.0436052006,266.83954394,1183.9228657,19.818004192,352.44676103,1264.5741546,1.8102298345,8.779227857
session_3230049516,user12,3,0.429494358,81.20655597,61.782917422,0.429494358,245.92408817,1136.9306217,14.731203003,328.03917418,1219.5723825,2.957174785,8.1685246407
session_3267760096,user12,3,0.5335715921,94.539921434,73.389225313,0.5335715921,269.89345112,1190.3420374,20.07068261,354.84316888,1271.3232168,0.6905307135,8.2337568203
session_3315925736,user12,9,4.5025553089,60.016827856,41.387075011,5.1020702792,207.81683095,1046.7135804,5.6352667986,279.27849847,1135.6753739,4.5025553089,7.3008306706
session_3360873587,user12,3,0.0373128259,94.224784458,73.579064467,0.0373128259,268.28782468,1185.9348723,20.831270286,354.21135117,1267.2823064,2.9428568829,9.5394180958
session_3387344935,user12,9,0.185426738,92.393130814,70.964454314,1.2382357841,266.30817858,1181.3544047,18.848557541,349.33007966,1263.6882657,0.185426738,7.6342702576
session_3448521340,user12,3,0.0275972725,93.900737696,73.271406095,0.0275972725,267.77389745,1184.8845722,20.640330776,353.59298125,1266.2421438,2.8596365554,9.4751635245
session_3487526409,user12,3,0.5135014137,92.531483111,71.645285223,0.5135014137,266.47301207,1183.099792,19.132538666,351.03569862,1264.0337791,0.6854679584,8.0251026356
session_3541851149,user12,9,0.5859432152,98.40172797,76.239326863,5.261569378,275.62601392,1199.272729,22.295551598,358.28843682,1280.408189,0.5859432152,9.5662529125
session_3571551367,user12,3,0.0969571003,94.694605206,73.855949608,0.0969571003,269.78187018,1190.1936865,20.514640782,355.59642196,1270.9104478,1.6133779682,8.7969392638
session_3657391768,user12,3,0.0761173667,95.01541366,74.213482604,0.0761173667,270.2678273,1191.3381961,20.727437701,356.32642518,1271.8721424,1.7451052265,8.9604347057
session_3678562948,user12,3,0.5255429139,91.695902474,70.807755943,0.5255429139,265.04101244,1179.7215634,18.718688164,349.17811308,1261.048574,0.672915902,7.861672816
session_3683562482,user12,9,0.127563933,97.73957752,75.693673653,3.4187075192,275.08507334,1199.4303858,21.595485221,358.46637753,1280.7367015,0.127563933,8.7272859269
session_3778195656,user12,9,0.4268463807,95.228530698,73.936178424,0.8475887257,271.15389264,1193.0052623,20.316853476,356.00889853,1273.8930429,0.4268463807,8.1815954062
session_3807007352,user12,3,1.0468911715,95.676242816,75.671327521,1.0468911715,268.71868044,1184.8708697,23.198689554,356.07873543,1265.8029701,6.5647869509,12.444651838
session_3861991564,user12,9,0.1585436607,95.606950734,73.79924653,3.7335394934,271.36215646,1191.2704192,20.643323145,354.10469165,1272.5803509,0.1585436607,8.6322019034
session_3928799857,user12,9,0.2151037893,92.401712354,71.058551194,3.9630248082,265.81664193,1179.5298991,19.208714145,347.94194174,1260.5265056,0.2151037893,8.4917959218
session_3932609601,user12,3,0.00906615,92.500941134,72.00444371,0.00906615,265.77154857,1181.314907,19.698726525,351.27293845,1262.2186794,2.1398569093,8.9019745578
session_3958419196,user12,3,0.1094634141,92.579793099,71.874542859,0.1094634141,266.22064017,1182.3890812,19.449532434,351.31056819,1263.4427899,1.477295597,8.4771638127
session_3996482621,user12,9,0.2405929048,90.153163545,68.945085488,1.1766676456,262.45755061,1172.9321032,17.806175677,344.89310977,1255.545291,0.2405929048,7.3900323015
session_4051438580,user12,9,0.4580303149,94.210319477,73.162315404,0.7805602229,269.42165648,1189.6825603,19.870624364,354.35831439,1270.1461945,0.4580303149,8.1522023819
session_4066543084,user12,10,0.0180523859,92.287006031,56.156288403,9.6079929714,259.28449536,1106.0634216,20.444177277,303.64297243,1248.6050604,8.459697939,0.0180523859
session_4091639526,user12,3,0.0143350178,91.556994654,71.242228444,0.0143350178,264.17508302,1178.1154767,19.26497572,349.61921213,1258.7733921,2.1237134404,8.8382013827
session_4137223552,user12,3,0.2229173849,92.978543244,72.071948161,0.2229173849,267.04259514,1183.9947916,19.493562189,351.85253198,1265.3086743,1.1513708869,8.2615329774
session_4138202528,user12,9,0.2972290764,86.143704988,65.202322454,1.4946412365,255.48948875,1157.2345197,15.950586401,336.42910997,1240.5839172,0.2972290764,7.0024574874
session_4157921188,user12,9,0.1427369896,97.738754555,75.623666625,3.5205928881,275.0455887,1199.0967324,21.598402356,358.23289114,1280.625067,0.1427369896,8.7463474135
session_4345009224,user12,9,0.2239981349,91.928896217,70.974561731,1.1567194557,265.55542754,1181.0086998,18.719858483,349.45506488,1261.8374808,0.2239981349,7.8380960523
session_4383618618,user12,3,0.7716661615,85.512568914,64.627396292,0.7716661615,254.26342167,1154.346204,15.749499338,335.29080965,1238.3998307,0.7839858551,7.0836238377
session_4397591928,user12,3,0.0462222931,95.580550009,74.883675987,0.0462222931,270.65503599,1191.4178365,21.459707607,357.13539088,1272.2617231,2.8689697493,9.703228088
session_4414280148,user12,3,0.0951056316,92.82596895,72.070045808,0.0951056316,266.61532951,1183.1042917,19.580814146,351.70915568,1264.2862857,1.5309145465,8.494181594
session_4498932663,user12,3,0.5124159526,89.288620348,68.481123349,0.5124159526,260.85615,1170.0954402,17.5793732,343.99965583,1252.2714828,0.7522558155,7.5861755562
session_4876159319,user12,9,0.0169663349,92.321787754,70.72876268,2.7073836435,265.99414811,1179.7849732,18.894674195,348.02627714,1262.074739,0.0169663349,7.8149768651
session_4879326735,user12,3,0.0596282593,90.609118128,70.479945527,0.0596282593,262.73348966,1175.632444,18.711451797,348.14910495,1255.7138961,1.7882934561,8.630274048
session_4905082660,user12,3,7.3978447511,107.70663106,88.619388987,7.3978447511,282.15371947,1205.3740494,34.539070347,373.92792724,1284.5759442,18.105524316,23.131886161
session_4942286007,user12,9,2.7096347461,101.02963656,78.313469413,10.148409618,278.05058139,1199.5194425,24.890207273,358.59625769,1281.4420021,2.7096347461,12.232734782
session_4970622399,user12,2,5.3706038836,10.399600704,5.3706038836,51.816462181,89.111334882,743.2281601,8.5529941175,143.57159996,827.78822715,53.290192603,46.282741855
session_4996580201,user12,4,0.2657322936,51.292368333,101.32249425,281.21671249,0.2657322936,388.19957925,156.54691447,85.836733485,355.65807567,283.07372225,273.67480823
session_5035500864,user12,3,0.5384089061,94.631852743,74.606064167,0.5384089061,267.76903033,1184.1704086,22.076634488,354.89793015,1264.6711949,5.1617022074,11.33164881
session_5035854005,user12,3,0.2691652673,95.751905127,75.682707489,0.2691652673,270.28692052,1191.0546947,22.195912618,358.06589787,1270.4703895,4.1564478865,10.859512219
session_5046103917,user12,9,1.0618791451,77.074511801,56.304121465,4.0960827181,238.9874587,1117.3711372,12.131232167,314.73997047,1203.9359273,1.0618791451,6.8213210947
session_5052301661,user12,3,0.2644612715,91.700653166,71.894304384,0.2644612715,263.32474775,1175.4682397,20.266115356,349.70249266,1255.7938526,4.1818612845,10.349701653
session_5056600779,user12,2,18.753699315,28.631490213,18.753699315,159.70602992,44.537789345,485.09448195,69.282137446,44.753858944,623.91184017,155.94141226,135.37849588
session_5088690608,user12,3,0.1785817638,92.94887143,72.452453362,0.1785817638,266.97840917,1184.9524736,19.60672861,352.7062183,1264.8744757,1.281115477,8.5386136201
session_5254631909,user12,3,7.8037110869,106.99769613,87.083275376,7.8037110869,280.42583113,1197.9649397,34.340330213,369.73165063,1280.9889479,18.76472357,22.870647914
session_5256432882,user12,6,1.7572537676,40.950188023,25.75818796,12.426412493,168.47908385,952.10730907,1.7572537676,234.54238157,1042.6753339,14.674310197,14.143286314
session_5269540222,user12,9,0.3478597919,94.239148257,72.942257799,0.9316174917,269.47507823,1189.1074226,19.808923879,353.80777328,1270.364649,0.3478597919,8.0010716233
session_5301408182,user12,9,0.4430092728,93.323895101,72.384932383,0.7863398231,267.91147631,1186.4709603,19.44803012,352.65702255,1266.949354,0.4430092728,8.0904839543
session_5346999982,user12,9,0.0342021135,92.558003576,71.035376669,1.8567326016,266.54772028,1181.5943566,18.925955857,349.20714258,1263.8334527,0.0342021135,7.7159527156
session_5352520893,user12,9,1.3817894223,72.256154248,55.433372208,3.4236874105,231.13440778,1110.4823936,10.609671877,313.62518053,1185.1534319,1.3817894223,7.9787589126
session_5420574020,user12,3,0.1080675483,91.582301328,70.818049056,0.1080675483,264.48567702,1178.0988846,18.955679986,348.94421793,1259.8715459,1.49953281,8.27914237
session_5460114218,user12,3,0.1740157853,94.491439851,73.548294682,0.1740157853,269.5594521,1189.6355894,20.29050639,355.03602557,1270.5582834,1.3247039606,8.5808714264
session_5466872812,user12,9,0.477154814,94.352716971,73.129697601,0.7516854407,269.6356744,1189.6734623,19.906802936,354.26448559,1270.7446981,0.477154814,8.1219395041
session_5476317070,user12,9,1.5401712465,100.78069608,78.292544318,7.6931806466,278.72898507,1203.8042929,24.064857645,360.76144303,1284.9282635,1.5401712465,10.973601819
session_5491040460,user12,3,0.1517054567,94.286344441,73.444608873,0.1517054567,269.19081904,1189.0269032,20.230575546,354.8005687,1269.7125689,1.3826693308,8.625392135
session_5518980455,user12,3,0.0191829234,93.234197922,72.572104,0.0191829234,267.08232702,1184.0275424,19.976631358,352.57915992,1265.0992488,2.0110182309,8.8701530539
session_5542773405,user12,9,0.0960201485,95.370569464,73.479284768,3.3998000467,271.04167382,1190.4354032,20.446787691,353.61617901,1272.2421227,0.0960201485,8.4033779867
session_5577188457,user12,9,0.1511913561,87.649749436,68.584862093,1.9279948963,258.32766505,1169.3823872,17.066815415,344.04653281,1244.8701772,0.1511913561,8.2061108418
session_5659881884,user12,3,0.3784515159,91.72586315,70.937357335,0.3784515159,265.01817183,1179.8394962,18.808783088,349.44538111,1260.9962396,0.869823885,8.0383567481
session_5693830545,user12,3,0.8145638943,96.225911481,76.334718191,0.8145638943,270.0611838,1189.0761549,23.221890499,358.09833559,1268.8864782,5.9383450676,12.176869901
session_5739627610,user12,9,0.4236423569,89.976981106,68.411159227,0.8725653658,262.04974407,1170.9059748,17.675476672,343.72481841,1255.1532538,0.4236423569,7.3034738475
session_5747551041,user12,9,0.0536042376,95.078804908,73.362207376,3.097623097,270.6373612,1190.1495208,20.284818104,353.58778897,1271.5250528,0.0536042376,8.3481757295
session_5771189096,user12,3,0.0113681864,94.047682342,73.470444398,0.0113681864,268.19733315,1186.332081,20.608602177,354.23707154,1267.1840206,2.5657933478,9.34281739
session_5826984218,user12,3,0.1410853376,90.757340936,70.599957523,0.1410853376,262.033326,1172.0601705,19.463452589,347.25421086,1253.6716702,3.532549341,9.6038221579
session_6026454768,user12,3,0.4892706928,97.192700904,75.81075353,0.4892706928,274.35423623,1199.9474734,21.391102645,360.08445549,1280.744446,0.8640065556,8.6078517368
session_6142373482,user12,3,0.392873978,95.986332293,74.789915949,0.392873978,272.27522615,1195.5797943,20.853228804,357.86330922,1276.3320611,0.9384876824,8.5205621337
session_6167829880,user12,3,0.1723659785,90.678482627,69.899698144,0.1723659785,263.0147147,1174.7649511,18.445593227,346.98549044,1256.8282416,1.3161316546,8.0328501379
session_6181462981,user12,9,0.1221639851,95.173447951,73.832661659,1.521868049,271.09280225,1192.8063008,20.241886835,355.56960315,1273.3920551,0.1221639851,8.1847523873
session_6186753676,user12,9,0.1087697987,93.58995347,71.908886477,1.4712230798,268.34340619,1185.3670431,19.386943537,351.29297723,1267.9356858,0.1087697987,7.6843177594
session_6229277499,user12,9,0.1005272573,96.385878828,74.650913964,3.3428092617,272.81631154,1195.0819469,20.970725003,356.26637403,1275.8751623,0.1005272573,8.6570174549
session_6237876052,user12,3,0.0343351223,95.555654712,74.95455847,0.0343351223,270.93070098,1192.9425239,21.244069706,357.67472355,1272.9613698,2.3004324675,9.4497358031
session_6304072815,user12,9,0.2553312357,95.282404052,73.998329884,1.1503470618,271.28254173,1193.4255138,20.315315549,356.08262467,1273.9747734,0.2553312357,8.1979570037
session_6325552510,user12,9,0.125067954,97.448764746,75.609790949,3.4119175026,274.60940959,1198.9415123,21.491263635,358.31988275,1279.6115867,0.125067954,8.8038005025
session_6339352963,user12,3,0.1024910022,93.757009648,73.581637571,0.1024910022,267.2594931,1184.4464067,20.889601867,353.95572244,1264.607906,3.4250789833,10.040129867
session_6342146915,user12,3,0.0339931171,94.502252888,73.463484564,0.0339931171,268.72817404,1185.8354186,20.881270425,353.90943622,1268.4808407,2.9232988332,9.3659818457
session_6367235807,user12,9,0.4217249152,92.543905576,71.51363351,0.8038301227,266.56893516,1183.045616,19.041765776,350.71347823,1264.2062097,0.4217249152,7.8765294664
session_6446737316,user12,3,0.1144515634,94.308818744,73.465308599,0.1144515634,269.16716504,1188.8550825,20.286632227,354.78900042,1269.6481617,1.5098329388,8.6865460681
session_6460917775,user12,9,0.0124607959,94.499717554,73.034988375,2.6271669199,269.7746506,1189.0954981,19.978057323,353.20814957,1269.9200113,0.0124607959,8.2507674858
session_6468388206,user12,9,0.0781752904,94.259228898,73.224976501,1.6755375011,269.5505386,1190.0992764,19.857108114,354.21275299,1269.8519619,0.0781752904,8.2102209269
session_6558293608,user12,9,0.0075344485,93.95869733,72.52635693,2.2327326548,268.91826771,1187.3353493,19.668802896,352.32311222,1268.4161615,0.0075344485,8.0804388002
session_6568158324,user12,9,0.4975394627,87.388710517,66.5204791,0.9321527759,257.63561994,1162.4462737,16.580731431,339.55486902,1245.4051436,0.4975394627,7.2404708029
session_6597902520,user12,3,0.0415986903,95.120940603,74.401402697,0.0415986903,270.32054976,1191.4477647,20.896807171,356.60701232,1271.8593605,2.0145133665,9.1572001336
session_6695269196,user12,3,0.5024677147,97.696901705,77.305618926,0.5024677147,273.12611759,1195.8953063,23.42421942,360.97551988,1276.1682404,4.9505736066,11.514757079
session_6721137284,user12,9,0.0200556396,95.457695201,73.822632762,2.1961838887,271.48041581,1192.7189604,20.365308126,355.17090813,1273.9197928,0.0200556396,8.19531887
session_6835186342,user12,9,0.0414557517,95.759442559,73.893510162,2.9481649799,271.82429146,1192.5675,20.566893341,354.83823448,1274.2155275,0.0414557517,8.3384050644
session_6851257171,user12,3,0.0493131472,95.537319747,75.018630277,0.0493131472,270.59754561,1191.8254547,21.476808893,357.46196022,1272.0056843,2.8728580224,9.8019793057
session_6862559677,user12,3,0.333017177,92.689954365,71.762210671,0.333017177,266.64086131,1183.1671456,19.276935678,351.23472831,1264.4718621,0.9345606061,8.1074663824
session_6965771386,user12,2,5.3628315129,30.46373314,5.3628315129,51.185955799,119.60246678,752.48618077,15.519825849,138.76875299,904.96160944,56.455545289,40.698026079
session_6974460768,user12,3,0.1504010246,89.246699659,67.718529048,0.1504010246,260.31819821,1165.9446545,17.695411031,341.87947219,1251.6616362,1.5848916968,7.5096531275
session_6983304371,user12,3,0.0377882613,95.78436643,74.931595936,0.0377882613,271.3550069,1193.283574,21.26557579,357.64757701,1274.0500477,2.1928517119,9.2727133036
session_7061089586,user12,9,0.1376988421,94.892586505,73.334878155,1.4310569322,270.58977158,1191.0197369,20.057721228,354.481085,1272.5450693,0.1376988421,7.9985589358
session_7149136762,user12,9,0.5569245133,98.700352724,76.460703208,5.1603806673,276.16682983,1200.3711127,22.404134564,358.84360662,1281.6705048,0.5569245133,9.5182316902
session_7168735362,user12,3,0.1524011279,91.800711154,71.105022031,0.1524011279,264.95176969,1179.550762,19.02026882,349.66945894,1260.8019035,1.3358886928,8.2614826902
session_7214352144,user12,3,0.0261575872,93.939970994,73.361137473,0.0261575872,268.30637127,1187.1322552,20.343709288,354.331952,1267.5782629,2.015968686,9.0238459163
session_7251443361,user12,9,0.5437259344,96.716420684,74.569675714,5.1772071324,272.76490664,1192.6615658,21.444730324,354.66685085,1274.5165798,0.5437259344,9.2306909918
session_7328625738,user12,3,0.4726463031,90.88896625,69.929666433,0.4726463031,263.6075186,1176.095275,18.329645944,347.20519495,1258.1392459,0.7493519958,7.7379820848
session_7361695503,user12,9,0.2271624451,92.23736297,70.989129964,1.1381197954,266.05831292,1181.2976517,18.813729964,349.44702815,1263.0945249,0.2271624451,7.6892430785
session_7370953010,user12,3,0.4504187229,96.613375164,76.245973102,0.4504187229,271.33705059,1191.9000108,22.841845902,358.73725343,1272.5145401,4.8290756849,11.27290431
session_7374443981,user12,3,0.0635339313,94.038415947,73.313588547,0.0635339313,268.60658991,1187.6819022,20.256908602,354.36234812,1268.3656588,1.7298943944,8.8090154237
session_7454853209,user12,9,0.0355248376,90.447717808,68.889158301,2.5239039958,262.7804755,1172.4377116,17.960574005,344.058146,1255.5194201,0.0355248376,7.5675775668
