session,user,Cluster,Distance,Distance_Cluster_1,Distance_Cluster_2,Distance_Cluster_3,Distance_Cluster_4,Distance_Cluster_5,Distance_Cluster_6,Distance_Cluster_7,Distance_Cluster_8,Distance_Cluster_9,Distance_Cluster_10
session_0767152123,user12,10,0.0229050707,139.85581069,8.5375641543,920.03766842,239.33586995,551.80576228,2.2049411335,60.221032417,496.49145068,137.26335431,0.0229050707
session_0831009063,user12,10,0.0170121069,141.34353806,8.9599705723,921.81376021,241.34665031,554.90293018,2.3224469813,61.23350752,499.2264181,138.83393046,0.0170121069
session_0840816364,user12,10,0.1051014055,142.669308,9.9147136682,924.04909628,243.1142007,557.17928518,3.534937731,62.27461504,501.79979826,140.35511353,0.1051014055
session_0846697406,user12,6,0.1077504804,141.13952037,8.7223750122,917.99745843,239.73168204,552.63198876,0.1077504804,61.640840479,494.70683529,137.70556903,3.62737796
session_0890611696,user12,10,0.0617904716,142.07719584,9.6213891525,923.49507605,242.46416594,556.22244939,3.2276981498,61.841213955,500.67814543,139.7942259,0.0617904716
session_0893120027,user12,10,0.7375920019,144.22238615,11.645451689,926.59455184,245.0211996,559.11332758,5.9118495614,63.71850892,504.46154643,142.18147673,0.7375920019
session_0897855137,user12,6,0.5116323567,140.75634232,8.0997446925,919.67425013,240.22969986,553.75354256,0.5116323567,60.802767962,497.02153838,137.83715505,0.770530875
session_0919508187,user12,6,5.2185096704,149.08471733,16.104591219,922.35150751,246.37193832,559.1037654,5.2185096704,70.003935115,498.63857357,144.66596671,14.937426775
session_1017063962,user12,6,0.0199317325,138.46524888,7.7337428583,916.85416801,237.35329287,548.83934125,0.0199317325,59.560728288,491.17304556,135.61779942,2.173739282
session_1019062124,user12,10,0.4911669517,140.9455663,8.2322902496,920.54348376,240.67883333,554.34705215,0.8018051733,60.903986784,497.69664599,138.17743011,0.4911669517
session_1022551827,user12,6,0.0106789648,140.81099076,8.2587973604,918.59824383,239.78855722,552.97772639,0.0106789648,61.120308204,495.44351382,137.59329232,2.3007144816
session_1134724645,user12,6,0.1065737338,141.34447218,8.7708305211,918.36735154,240.01907853,553.0825079,0.1065737338,61.774686368,495.09266052,137.9246854,3.6148293771
session_1143731163,user12,10,0.1400401691,142.86621608,10.075092135,924.40263395,243.38327376,557.50816711,3.737658789,62.437456416,502.1610848,140.58958007,0.1400401691
session_1178629549,user12,10,0.0655627463,142.46188241,9.7114229631,923.58028072,242.81283599,556.83842711,3.259088299,62.095120072,501.41193968,140.08910393,0.0655627463
session_1196335015,user12,6,0.0911197172,140.63224614,8.5600209359,917.22043259,239.05236564,551.60364589,0.0911197172,61.277887216,493.88102703,137.17275105,3.5329675171
session_1205304288,user12,6,0.4698547469,141.85027847,9.456830187,917.92123579,240.11713205,552.8526987,0.4698547469,62.48480921,494.53961915,138.21188354,5.1314537261
session_1239074582,user12,10,0.0334624667,141.30597925,8.840920403,921.74338144,241.31842364,554.93311349,2.0857100863,61.186865966,499.08838528,138.78119354,0.0334624667
session_1288650341,user12,10,0.4420329301,143.59359137,10.967844412,925.86228142,244.36265777,558.45075958,4.9906450534,63.134998739,503.41359772,141.51847749,0.4420329301
session_1358651464,user12,6,0.1041117371,140.3906205,8.0173099242,918.32345857,239.41246047,552.49732418,0.1041117371,60.696086162,495.41422459,137.24842744,1.6106809961
session_1412721528,user12,10,0.2334832954,141.03003366,8.4015643387,920.84829763,240.83948294,554.49257371,1.2450474714,60.951186909,498.21408627,138.33416399,0.2334832954
session_1456340454,user12,10,0.4571871641,140.1210557,8.0573224615,919.85336261,239.71600087,552.76304755,0.8417324852,60.35468101,496.2138646,137.41699673,0.4571871641
session_1508041930,user12,10,0.0620150808,141.75499292,9.5527074824,923.13475349,242.09924866,555.61353051,3.2340101316,61.631323207,500.07653871,139.50575097,0.0620150808
session_1548161375,user12,2,3.5629078277,84.576717814,3.5629078277,889.99443294,184.56244868,450.36020042,10.32562968,26.94991861,385.59245207,94.017594659,7.4904068812
session_1574713570,user12,10,0.782086213,144.4271582,11.767569625,926.83810885,245.26428768,559.44622972,6.037309431,63.878598429,504.81739314,142.39163103,0.782086213
session_1591951224,user12,6,0.414103649,141.43444852,9.275343033,917.32582199,239.60331804,552.10974994,0.414103649,62.159522502,493.96399405,137.79156774,4.9453823814
session_1593696549,user12,6,0.3137403709,139.87985541,7.8735755668,918.49871532,239.06591334,551.89752135,0.3137403709,60.263161061,495.06581559,136.92922651,1.0598586881
session_1656689994,user12,6,0.1936252607,140.3319413,7.9865321133,918.71967069,239.52750183,552.64601436,0.1936252607,60.608553624,495.60181481,137.3062735,1.3258183972
session_1843905203,user12,6,0.215931836,140.81423671,8.0990647099,919.38359417,240.14560669,553.640069,0.215931836,60.919789048,496.54532133,137.78680588,1.2767631397
session_1928096865,user12,10,0.0962904271,141.25856246,9.548602258,922.50006641,241.24419868,554.26176912,3.4916651232,61.320589847,499.22822195,138.89717274,0.0962904271
session_1956761643,user12,10,0.4836331636,143.74918438,11.076042471,925.86109664,244.46645028,558.59550606,5.1330775964,63.259500215,503.70058321,141.63175506,0.4836331636
session_2062712102,user12,10,0.5839908413,142.68794685,10.358700747,905.98918492,238.70700431,551.42696481,5.4251442426,62.491148165,502.39416599,137.8397879,0.5839908413
session_2083592190,user12,10,0.0168299321,142.01736747,9.2013442748,922.82102681,242.2514893,556.26354239,2.4727099273,61.700407569,500.48716377,139.5513144,0.0168299321
session_2092403163,user12,6,1.2684616843,140.61531901,10.210405482,916.60689433,238.53559205,549.24839918,1.2684616843,62.273810282,490.0486035,137.21632245,7.3196378634
session_2116060291,user12,6,0.0896284572,138.59196382,7.9457826765,912.10698119,235.60794564,546.56370544,0.0896284572,59.874828782,490.32729774,134.60132069,3.4858896267
session_2177337196,user12,10,0.4131299248,139.28693028,7.1548023766,893.50365841,232.62168212,544.28750613,1.2109035766,59.66679112,495.75354419,132.82560378,0.4131299248
session_2217789924,user12,10,0.2340600671,143.13191542,10.397372529,924.95290708,243.75073647,557.86793525,4.1951032866,62.688652026,502.63543205,140.93397391,0.2340600671
session_2237300884,user12,10,0.0475612154,142.55648266,9.6438620442,923.66599458,242.93695736,557.10813794,3.0871027255,62.134724718,501.56941534,140.16311225,0.0475612154
session_2287816341,user12,10,0.2998060025,141.07729355,8.3574010241,920.78069185,240.85886892,554.57691727,1.1035174784,60.980506075,498.20702206,138.34133297,0.2998060025
session_2323064700,user12,6,0.4843463544,140.86370455,8.1221179197,919.83456049,240.35897653,553.96208107,0.4843463544,60.878402735,497.17696141,137.9370855,0.8063549163
session_2487049182,user12,10,0.0465157034,142.47531057,9.6211883402,923.57367346,242.83633754,556.94917419,3.0803017601,62.079794589,501.41971262,140.08336191,0.0465157034
session_2509775056,user12,10,0.6204218231,144.48419214,11.500088963,926.83014564,245.36270732,559.83172418,5.5614729194,63.826248702,504.99682908,142.39638682,0.6204218231
session_2555172883,user12,6,0.5998198318,138.89206495,7.644032092,916.86745303,237.6832197,549.78331485,0.5998198318,59.540130876,493.76039302,135.87995915,0.6644220316
session_2614149384,user12,10,0.3509809471,140.59515041,8.2008970786,920.00847673,240.19086188,553.56064629,1.0032754458,60.658526814,497.25404546,137.81891296,0.3509809471
session_2726751248,user12,10,0.070012622,141.58859267,8.7970771935,922.11386702,241.70616792,555.62394502,1.8317421416,61.356561439,499.5101944,139.05089364,0.070012622
session_2794743722,user12,10,0.1645935184,142.58240018,10.080533837,924.03898295,242.99866587,556.84368022,3.8762200353,62.268526018,501.64638901,140.3111111,0.1645935184
session_2923450227,user12,6,0.0312484757,139.42387993,7.8524002948,917.07381639,238.02141376,550.256337,0.0312484757,60.126957243,493.22462501,136.19740211,2.0079077859
session_2937285388,user12,6,0.0472818448,140.95713894,8.5461384419,918.21469592,239.69136955,552.6405556,0.0472818448,61.42097438,494.78885664,137.61481948,3.2020251769
session_2948657089,user12,6,0.3402487458,139.37617326,7.7195456094,917.07782535,238.20081377,550.63826529,0.3402487458,59.910258746,494.24233513,136.28640179,1.0062855987
session_2954669341,user12,10,0.5309569551,143.37190989,11.047905505,924.82077482,243.71871163,557.46325988,5.297018652,63.024288691,503.03855313,141.10654763,0.5309569551
session_3200427673,user12,10,0.3817392259,139.91721307,8.0345284792,919.43976954,239.42134062,552.29374151,0.9503923211,60.212787004,495.94901785,137.20149943,0.3817392259
session_3226676976,user12,10,0.2051541029,140.96998859,8.415080685,920.82995858,240.77854551,554.37019482,1.314293408,60.912980129,498.1460972,138.29133769,0.2051541029
session_3230049516,user12,6,2.0253224948,113.64826977,2.5216585005,878.9716303,203.62599065,495.29920575,2.0253224948,43.20931465,446.3226697,109.87584973,2.2090832253
session_3267760096,user12,10,0.3928257759,140.85595265,8.2351547045,920.19252005,240.46090837,554.03553063,0.9369117737,60.830988214,497.68587034,138.03163462,0.3928257759
session_3315925736,user12,2,0.6830275021,97.666426897,0.6830275021,857.55680912,182.07052555,459.53700782,4.5414336373,33.489316811,414.51652405,93.717468043,5.1358547319
session_3360873587,user12,10,0.5067390024,140.7565399,8.1674422594,920.02158313,240.34316136,553.86367328,0.7779272161,60.774943852,497.34505821,137.92650887,0.5067390024
session_3387344935,user12,6,0.0096472388,140.45009697,8.1620222413,918.02860194,239.29939945,552.21827473,0.0096472388,60.874228307,494.80800484,137.21465207,2.2810391408
session_3448521340,user12,10,0.3046569195,140.82017685,8.2901994425,920.41389498,240.52916421,554.05452505,1.090204639,60.809441198,497.72702333,138.08359572,0.3046569195
session_3487526409,user12,10,0.0997247494,141.18219648,8.615142645,921.29047675,241.10034689,554.75636337,1.6663543188,61.071154478,498.71306706,138.57227869,0.0997247494
session_3541851149,user12,10,1.6333550582,146.13008528,13.453823481,929.33828018,247.27948662,561.62636937,8.1409264969,65.439247955,507.47511413,144.29301546,1.6333550582
session_3571551367,user12,10,0.0330434852,141.61015131,8.9212286687,922.09464056,241.69493479,555.5323734,2.104382819,61.390696958,499.65318624,139.07842917,0.0330434852
session_3657391768,user12,10,0.015919929,141.84835602,9.1938562895,922.69269329,242.05073857,555.91206877,2.5352008097,61.59505588,500.18840821,139.40022483,0.015919929
session_3678562948,user12,10,0.1711848124,140.6948822,8.3738123805,920.28755089,240.36848131,553.72411898,1.4008045104,60.729529093,497.70546006,137.98872858,0.1711848124
session_3683562482,user12,10,0.7779701725,144.56183211,11.793288001,927.00752374,245.44714418,559.73814215,6.0243792152,63.966626933,505.06414557,142.53108179,0.7779701725
session_3778195656,user12,10,1.2200032252,145.50720814,12.713821699,928.4382627,246.58192789,560.98309559,7.174884332,64.824407508,506.56688666,143.59283118,1.2200032252
session_3807007352,user12,6,0.0179707002,140.569843,8.1632402507,918.24135794,239.49310431,552.54456645,0.0179707002,60.928260523,495.15467927,137.35392392,2.1593642214
session_3861991564,user12,10,0.0188926938,141.98469486,9.3020491954,922.7869381,242.19307396,556.09178497,2.6948176548,61.703281876,500.47309617,139.53552038,0.0188926938
session_3928799857,user12,10,0.1525450788,141.47280077,9.7836666549,922.73199733,241.57437062,554.60691742,3.819410362,61.519751681,499.61173501,139.19387467,0.1525450788
session_3932609601,user12,10,0.5584346734,140.31122399,8.0444408957,919.46096462,239.77609725,552.96619547,0.7128938875,60.483750313,496.45741383,137.47969594,0.5584346734
session_3958419196,user12,10,0.0155788123,141.28151141,8.966174354,921.79902629,241.27983242,554.77456426,2.3621230594,61.196341768,499.12141799,138.78454111,0.0155788123
session_3996482621,user12,6,0.0733257204,139.92486209,7.9278224961,917.69355835,238.80483172,551.50104657,0.0733257204,60.413250755,494.41311036,136.78115466,1.7408798924
session_4051438580,user12,10,0.3266591462,140.70703086,8.2477295594,920.25336979,240.37572833,553.82425125,1.0478666632,60.734314627,497.48751593,137.96147893,0.3266591462
session_4066543084,user12,10,0.3447566247,139.52319799,7.281573491,895.17230562,233.25496419,545.12318479,1.2979341727,59.826837052,496.22751381,133.2765991,0.3447566247
session_4091639526,user12,6,0.2366570539,141.47782116,9.0312100703,918.00233987,239.95431805,552.82307882,0.2366570539,62.021203275,494.69757159,137.962019,4.2637723244
session_4137223552,user12,10,0.0727003439,140.84937488,8.5848867964,920.84320972,240.65436311,554.01806833,1.7877211278,60.855758604,498.16053387,138.24070091,0.0727003439
session_4138202528,user12,6,0.0571323653,136.10390419,6.9669557242,910.01418348,232.95339171,542.57603044,0.0571323653,57.89974267,487.23379561,132.37161013,2.0403732258
session_4157921188,user12,10,0.0183181589,142.22617441,9.3213494981,923.06130207,242.49346667,556.60484253,2.6194272886,61.854923728,500.90298718,139.76126592,0.0183181589
session_4345009224,user12,6,0.583363961,139.75479835,7.9037568256,919.17935962,239.20033511,551.98647262,0.583363961,60.135516139,495.24431353,137.00504629,0.6866996168
session_4383618618,user12,6,0.0488977123,137.59228215,7.3643228206,913.58688278,235.36069456,546.18864058,0.0488977123,58.889780198,489.96420654,134.17073208,1.9615031057
session_4397591928,user12,10,0.0486985606,142.13732114,9.5610326629,923.16045648,242.41570174,556.25635609,3.1184264762,61.860460962,500.80271501,139.75916992,0.0486985606
session_4414280148,user12,10,0.3615766333,140.83483393,8.2513199327,920.24948135,240.48076556,554.03279508,0.9874496271,60.817904023,497.68289523,138.04557417,0.3615766333
session_4498932663,user12,10,0.5830931857,138.86802229,7.691044696,917.45309141,237.93439187,550.02964939,0.68506322,59.529630827,493.76973425,136.04528373,0.5830931857
session_4876159319,user12,10,0.08110717,140.78267275,8.5445127393,920.62604419,240.5479735,553.87427468,1.7402442751,60.808108295,498.02141947,138.15613148,0.08110717
session_4879326735,user12,6,0.2333378178,138.32042945,8.2955425629,914.51794956,236.18319447,546.68559485,0.2333378178,59.927491478,488.88681154,134.9891797,4.2291459077
session_4905082660,user12,6,0.1414390118,141.80912072,8.9510479365,918.90042451,240.58144091,553.91655445,0.1414390118,62.130516222,495.75499631,138.38290036,3.8009588513
session_4942286007,user12,10,0.0282095316,142.12106342,9.4282836049,923.07898501,242.39697449,556.32975658,2.8703658406,61.817355216,500.74353382,139.71270353,0.0282095316
session_4970622399,user12,9,9.9897559494,10.423738814,61.176402364,713.41256955,44.841279227,174.97100203,109.90011214,11.835753121,162.01277597,9.9897559494,113.62925412
session_4996580201,user12,1,4.6620721519,4.6620721519,129.50081797,858.69204162,80.46477162,149.89873886,190.41017725,38.082163483,72.289813062,46.906469902,194.24900859
session_5035500864,user12,6,0.0478852678,140.72079328,8.1507020524,918.67831536,239.78468649,553.03580131,0.0478852678,60.976174585,495.69804461,137.55577073,1.9048067212
session_5035854005,user12,6,0.1811183969,140.42767974,8.0181832653,918.93694217,239.68049539,552.86662373,0.1811183969,60.680809722,495.72989995,137.42206599,1.3619940888
session_5046103917,user12,2,1.3619924678,106.08673071,1.3619924678,864.93654889,191.46926658,476.34343727,3.125684313,38.485408401,431.64763143,100.93821319,3.5737853851
session_5052301661,user12,6,0.0183337894,140.90601523,8.4356025852,918.29047431,239.71745983,552.75604537,0.0183337894,61.313367499,495.01849802,137.60025298,2.884536507
session_5056600779,user12,9,8.5475493447,30.956385819,129.84389754,634.82790345,11.883302073,87.55068274,200.59998659,53.352112419,133.62222773,8.5475493447,201.13866078
session_5088690608,user12,10,0.1957352669,140.74213941,8.3808939371,920.78773359,240.57189993,553.99098753,1.3387168399,60.765722918,497.72803255,138.12146911,0.1957352669
session_5254631909,user12,6,0.1502908642,141.05278634,8.7506629994,916.90388275,239.28642996,551.99254407,0.1502908642,61.631286902,494.35021809,137.42466293,3.8691419399
session_5256432882,user12,7,4.8057803693,27.917971634,24.776258685,739.96885416,71.765761284,254.57652102,60.134348825,4.8057803693,243.84153189,20.663547592,58.166086097
session_5269540222,user12,6,0.0933102931,140.69101527,8.1039275661,918.82085843,239.82463196,553.12548912,0.0933102931,60.908143104,495.90103093,137.56728209,1.6641592173
session_5301408182,user12,10,0.2250507823,142.90300013,10.321078514,924.64737622,243.45008975,557.41052396,4.1589674599,62.529620749,502.21922472,140.69569842,0.2250507823
session_5346999982,user12,10,0.0886371792,140.92418972,8.5695912624,920.96853968,240.74889117,554.19512387,1.7103339624,60.900057329,498.26521299,138.30552965,0.0886371792
session_5352520893,user12,6,1.9072873247,109.63065356,3.2910292244,894.19143843,205.8547662,494.09817332,1.9072873247,41.52960774,434.56516687,110.79456118,4.996808344
session_5420574020,user12,6,0.0049134976,140.66317334,8.2807176893,918.16676835,239.50010527,552.48510642,0.0049134976,61.074156109,494.92428689,137.39592537,2.5445643231
session_5460114218,user12,6,0.4091304024,142.309298,9.488459437,918.78445446,240.82876799,554.02034353,0.4091304024,62.738475191,495.5814094,138.72890063,4.9173210493
session_5466872812,user12,10,0.0716749752,141.32396662,8.7134726156,921.59647852,241.29520326,555.01554967,1.808465535,61.174648447,499.03108348,138.73745078,0.0716749752
session_5476317070,user12,10,0.6056939943,141.27554344,8.2671913616,920.66936897,240.99200716,554.91351483,0.6715370772,61.130751517,498.17068413,138.42665553,0.6056939943
session_5491040460,user12,10,0.0983453825,142.26553687,9.800581992,923.53607024,242.60828562,556.38266859,3.5015417703,62.001421695,501.05694386,139.95536893,0.0983453825
session_5518980455,user12,10,0.0186302202,141.47224899,8.9780089903,921.95027405,241.51670437,555.18010896,2.2949680165,61.316968971,499.45453771,138.96257605,0.0186302202
session_5542773405,user12,10,0.4356766095,143.22566763,10.841074018,924.66234165,243.65086449,557.44494529,4.9811261812,62.876901967,502.78687218,140.99486916,0.4356766095
session_5577188457,user12,10,0.3193430021,135.74570553,7.3191274906,917.63837574,235.62388858,545.36576429,1.1735767983,57.529134952,488.11984827,134.07101416,0.3193430021
session_5659881884,user12,10,0.469789468,140.3710735,8.0907027396,919.67149806,239.88091465,553.10770769,0.8226688804,60.515597912,496.68185565,137.56516169,0.469789468
session_5693830545,user12,6,0.0598329421,140.35820117,8.0570257328,918.4281627,239.41377052,552.41996665,0.0598329421,60.721786503,495.10650931,137.25136676,1.823324723
session_5739627610,user12,6,0.0860483646,138.07317689,7.389221317,913.57662506,235.74955901,547.00069695,0.0860483646,59.138561154,491.19020199,134.49015459,1.6961518391
session_5747551041,user12,10,0.3551665766,143.4579737,10.745672458,925.33773646,244.10078469,558.22791576,4.6841420787,62.98574538,503.21352558,141.28309415,0.3551665766
session_5771189096,user12,10,0.0168701999,141.53906982,9.1923653498,922.16484963,241.60422798,555.16343819,2.695138437,61.405452931,499.6610123,139.07927041,0.0168701999
session_5826984218,user12,10,0.4131979419,142.55918506,10.648281877,924.09585894,242.89069369,556.2245682,4.902672501,62.422823043,501.55696499,140.37880994,0.4131979419
session_6026454768,user12,10,0.1465780932,143.05991505,10.135316243,924.56676271,243.59644282,557.8505171,3.7705782146,62.569811828,502.52276871,140.76454381,0.1465780932
session_6142373482,user12,10,1.6566619283,145.98492111,13.448905439,929.0654068,247.06657939,561.27179044,8.1948055739,65.35349116,507.19815873,144.13930765,1.6566619283
session_6167829880,user12,10,0.2464125565,139.06538324,7.8425286285,916.83297672,237.8024288,549.93621837,1.1976148613,59.618247867,494.67733933,136.03380589,0.2464125565
session_6181462981,user12,10,2.3249976448,147.23109705,14.642325715,931.00681367,248.57424314,562.93354404,9.6153753468,66.493845125,509.06451809,145.53964669,2.3249976448
session_6186753676,user12,6,0.0049275421,140.81883276,8.3084900017,918.08274967,239.61459722,552.70864028,0.0049275421,61.176210498,495.2164899,137.49743322,2.5511531347
session_6229277499,user12,10,1.3130250081,145.47414147,12.849656315,928.57118681,246.57144465,560.83000165,7.399894085,64.850885737,506.44514706,143.61372458,1.3130250081
session_6237876052,user12,10,0.0162459175,141.79122246,9.2018059382,922.72656996,242.01583368,555.82325148,2.5687884354,61.562703952,500.08324601,139.37216099,0.0162459175
session_6304072815,user12,10,0.0290642853,141.71466962,8.9712593,922.24846058,241.83501205,555.73382498,2.15571452,61.465559092,499.85815289,139.19294124,0.0290642853
session_6325552510,user12,10,2.5475316493,147.58499074,15.016352117,931.57286278,249.03249166,563.40751333,10.063652301,66.833039191,509.56111569,145.96524369,2.5475316493
session_6339352963,user12,10,0.3547263339,140.50350282,8.1900296018,920.16578184,240.16842567,553.47620333,0.9982539772,60.601899289,497.06470125,137.78815248,0.3547263339
session_6342146915,user12,6,0.0480412344,141.11729584,8.571608264,918.07840076,239.78157556,552.84063081,0.0480412344,61.524090908,495.09633997,137.70102798,3.2083070694
session_6367235807,user12,10,0.2252763238,142.14224141,10.136407267,923.48310601,242.41351071,555.7858483,4.1710984619,62.022158697,500.83647347,139.89843319,0.2252763238
session_6446737316,user12,10,0.2048476623,140.88024409,8.3937236914,920.73717973,240.66585856,554.19026242,1.3138889691,60.853119225,497.98120786,138.20312158,0.2048476623
session_6460917775,user12,10,0.0123726234,140.72600335,8.9224512517,921.21637928,240.63298479,553.6450569,2.5295214141,60.848959571,498.12644437,138.2936779,0.0123726234
session_6468388206,user12,10,0.5940047078,140.68180499,8.1379762315,920.17050532,240.33445245,553.81318925,0.6786686562,60.738607851,497.07723474,137.90120502,0.5940047078
session_6558293608,user12,10,0.0334203981,141.68438315,9.3729989419,922.591947,241.84148666,555.4051987,2.965182342,61.538508009,499.95502931,139.29140451,0.0334203981
session_6568158324,user12,6,0.4373821552,139.82589861,7.878560023,918.71749559,239.12159245,551.9403595,0.4373821552,60.200629973,495.18473842,136.95930866,0.8632235166
session_6597902520,user12,6,0.5698871971,140.914563,8.1564452612,920.11361088,240.50166608,554.1511859,0.5698871971,60.901533159,497.38397087,138.04221837,0.7053947953
session_6695269196,user12,6,0.3035965073,140.86623569,8.1092756799,919.67135759,240.29284767,553.86451418,0.3035965073,60.923401336,496.84883286,137.88985216,1.0892835455
session_6721137284,user12,10,0.0385959285,141.5695663,8.8856899707,922.04636186,241.64343754,555.47055726,2.0485150247,61.358721611,499.56088313,139.03169775,0.0385959285
session_6835186342,user12,10,0.0403616089,141.64688441,8.8937543964,922.05161225,241.71638561,555.60517904,2.033524077,61.407956345,499.70212646,139.09042906,0.0403616089
session_6851257171,user12,10,0.0252463417,141.69877053,8.9924504002,922.27801395,241.82024665,555.68940551,2.2065401933,61.459745528,499.8427561,139.18650376,0.0252463417
session_6862559677,user12,6,0.070235259,140.34083348,8.0301846304,918.18386161,239.31770914,552.32177802,0.070235259,60.693746475,495.15587886,137.18395465,1.7629536062
session_6965771386,user12,9,1.5854047132,48.336255411,80.410147561,559.44978525,14.592653318,148.75695932,135.64847512,42.224655522,223.40559894,1.5854047132,138.88016501
session_6974460768,user12,6,0.3051687864,139.18949692,7.6331262693,916.03475737,237.62507964,549.8896866,0.3051687864,59.77928108,493.88833384,135.88089666,1.0670858993
session_6983304371,user12,10,0.0164443924,141.95686247,9.249596632,922.66936934,242.14087231,556.05114445,2.6085882524,61.673871777,500.4101764,139.48637966,0.0164443924
session_7061089586,user12,6,0.0211244778,140.86861386,8.2281043685,918.621283,239.85720168,553.14200227,0.0211244778,61.120978312,495.73039739,137.63860821,2.1378393539
session_7149136762,user12,10,0.4112896341,143.76538798,10.93402885,925.77157212,244.48132651,558.74348473,4.8845159043,63.225116566,503.76008004,141.60908033,0.4112896341
session_7168735362,user12,6,0.0711860876,140.300255,8.0269560429,918.30224787,239.31811244,552.29678893,0.0711860876,60.668155785,495.07626467,137.1769893,1.759473935
session_7214352144,user12,6,0.2156209851,140.63657482,8.0581759955,919.20249261,239.93743829,553.29904957,0.2156209851,60.802058449,496.21781893,137.62203611,1.2748330679
session_7251443361,user12,10,0.0371461187,141.86907828,9.4226435209,922.21208265,241.86815448,555.52810058,3.029885543,61.660280124,500.34061684,139.3485741,0.0371461187
session_7328625738,user12,10,0.0227355349,140.60552452,8.7033426079,920.61325259,240.33337582,553.3770743,2.1768408411,60.724455011,497.84906365,138.0364105,0.0227355349
session_7361695503,user12,6,1.0359770852,142.92862441,10.419234864,918.45481725,241.00815635,553.7403737,1.0359770852,63.625148698,494.95749427,139.13961186,6.7501800912
session_7370953010,user12,6,0.1627736351,140.72989031,8.0851581258,919.08303841,239.96242413,553.35840465,0.1627736351,60.887610793,496.23925425,137.65626682,1.4179933403
session_7374443981,user12,10,0.3596834308,140.76697654,8.2486962441,920.42956432,240.48380336,553.9902449,0.992173517,60.776749211,497.5456482,138.03627078,0.3596834308
session_7454853209,user12,10,0.3805082749,139.21026133,7.8545939052,918.28026806,238.43941398,550.7676509,0.9511197562,59.738971209,494.66708209,136.44727797,0.3805082749
session_7489987884,user12,10,0.0607227798,138.94436044,8.0532325568,916.0817656,237.49076679,549.32878222,1.8407989891,59.561955014,494.81377181,135.88229783,0.0607227798
session_7528264650,user12,10,0.5447772356,138.88910831,6.9824711094,873.87393798,227.83621516,538.28166185,2.2533690725,59.451884193,495.74496234,129.88154667,0.5447772356
session_7562248450,user12,10,0.4129608506,143.72919835,10.914598646,925.20118889,244.3144988,558.53096125,4.8974112071,63.199932414,503.71288406,141.49892495,0.4129608506
session_7575485743,user12,6,0.0615584282,141.07226169,8.616020387,918.38321358,239.85301168,552.84482889,0.0615584282,61.526906104,494.87759845,137.7478576,3.3144936083
