session,user,Cluster,Distance,Distance_Cluster_1,Distance_Cluster_2,Distance_Cluster_3,Distance_Cluster_4,Distance_Cluster_5,Distance_Cluster_6,Distance_Cluster_7,Distance_Cluster_8,Distance_Cluster_9,Distance_Cluster_10
session_2948657089,user12,5,0.2260182373,46.306927967,3.0840345554,1.8687615234,5.1802346653,0.2260182373,3.7993644059,70.706174291,23.416535201,57.161340389,196.2693431
session_2954669341,user12,6,0.0637819252,56.66729751,3.6451046134,6.359135464,12.839414873,3.5305218581,0.0637819252,88.713733659,30.428810047,81.035768644,217.6944807
session_3200427673,user12,5,0.4088375937,46.39160036,1.1172646566,3.7999266425,5.201151237,0.4088375937,1.6433247922,73.172676618,22.875724671,60.459789663,197.73392245
session_3226676976,user12,5,1.5501585866,40.78664883,3.3728326621,5.5326807225,1.8689464227,1.5501585866,7.4357545872,60.514402934,20.132987576,39.940648323,182.03091503
session_3230049516,user12,5,0.9325745992,40.870132052,2.6074566933,4.5809977111,2.067337474,0.9325745992,6.2493498217,62.22754695,19.856224948,44.649004459,183.50994417
session_3267760096,user12,5,0.470398615,43.181196552,1.1063024166,4.4869235011,3.4901994721,0.470398615,2.9267937486,67.686818672,20.845527637,53.071926966,190.2447776
session_3315925736,user12,2,0.9293045787,31.741369953,0.9293045787,9.6318710117,1.2198821577,2.7480353509,5.946835954,53.05351475,13.099526021,45.425242346,165.55345205
session_3360873587,user12,5,0.3291399979,48.968142447,4.1373090712,1.5764548596,5.214563791,0.3291399979,4.8151295783,71.865409357,25.642599534,52.268885429,200.4036543
session_3387344935,user12,2,0.8060069177,44.803846113,0.8060069177,5.7237458431,6.6741544857,1.5511341399,0.9289911816,73.621738311,21.5857872,68.224317643,195.0803633
session_3448521340,user12,5,0.2342443759,50.450316849,3.9008407705,1.1189805409,6.4667841969,0.2342443759,3.5666462745,75.305338462,26.547998616,58.632738528,204.02906615
session_3487526409,user12,2,1.197459815,37.387122706,1.197459815,6.4427551405,1.7400665502,1.2831081382,4.9828901473,59.591276415,17.130509827,46.45339392,177.0273854
session_3541851149,user12,6,0.1237243121,58.20160704,3.9438174746,6.5810769009,13.7385464,3.9208258402,0.1237243121,91.398506445,31.581598879,84.242105536,220.50260049
session_3571551367,user12,5,0.1270661187,49.613952531,3.4999787446,1.4445319953,5.5955861565,0.1270661187,3.7829850552,73.987301139,25.800741342,56.035593031,202.68676391
session_3657391768,user12,5,0.2265998582,51.351299646,4.0308278549,1.1983091914,6.2601725854,0.2265998582,3.7768121905,75.656714239,27.19095198,56.329254403,205.71441447
session_3678562948,user12,2,0.682875301,37.042876958,0.682875301,7.9113363649,1.8661932389,1.8770902566,4.8385991208,60.290810707,16.67825581,48.186158045,176.67740169
session_3683562482,user12,6,0.6342259093,64.320209011,6.3137129625,6.7320538142,17.577486365,5.3742212339,0.6342259093,99.138010317,36.331173028,92.822020845,231.8483109
session_3778195656,user12,5,0.5905753955,52.931874619,3.4129498779,1.547211357,8.2505304882,0.5905753955,2.0648509176,81.025331768,27.987732307,67.673821751,209.99726051
session_3807007352,user12,5,2.2695843656,50.914815148,7.8052234504,2.6815392639,5.7213613162,2.2695843656,9.9413011459,70.319026093,28.260960429,43.972642009,200.18414201
session_3861991564,user12,2,0.4058155434,40.557578288,0.4058155434,9.7717486258,5.9479065092,3.2906992899,2.148755671,68.822276985,18.825619447,64.770772483,184.87520013
session_3928799857,user12,6,0.9546377875,47.461003736,1.4052449654,8.4301243701,9.2529810253,3.4871816277,0.9546377875,78.970977415,23.651791457,75.895250033,199.37504159
session_3932609601,user12,5,0.3342253948,47.160079881,3.4597682018,2.4270432566,4.34828014,0.3342253948,4.5948174653,69.474792778,24.195412113,49.669704178,197.10017265
session_3958419196,user12,5,0.1109177906,46.751095996,2.8412533125,2.2379347144,4.5850453996,0.1109177906,3.7075479932,70.427090401,23.808139999,53.207006482,196.58591698
session_3996482621,user12,5,0.7805345772,46.520170746,1.1144699829,4.1913171076,6.2382930532,0.7805345772,1.0327202482,74.363549609,22.812851831,65.126491917,198.66079146
session_4051438580,user12,6,0.654844164,50.25244806,1.7459893555,4.0978202256,7.4228723128,0.9823036407,0.654844164,78.322152716,25.585005046,65.73864226,205.69816652
session_4066543084,user12,1,0.9523789976,0.9523789976,48.841841524,76.740407878,37.531660456,59.64373112,68.509143252,4.3723750164,9.0510985568,63.208154318,41.218122136
session_4091639526,user12,4,0.1906260187,29.897168789,3.9761312836,13.401392389,0.1906260187,5.6441919094,12.50877867,47.182360934,13.079740238,32.79487672,156.85082811
session_4137223552,user12,5,0.0517545389,48.898521669,2.8529674912,1.8224215499,5.3695138826,0.0517545389,3.2080051731,73.853655395,25.172562294,56.718770366,201.47427719
session_4138202528,user12,2,0.0920271822,39.181609582,0.0920271822,8.3969227893,3.8000449864,2.1750217078,2.7462193393,65.160983269,17.651977955,57.326208281,182.91835467
session_4157921188,user12,6,0.398865866,49.87364865,1.9909876692,7.3237947313,10.031543842,3.1264026464,0.398865866,80.965077114,25.542865608,75.815767769,203.87047249
session_4345009224,user12,2,0.653150181,33.417716401,0.653150181,10.513082055,1.4906942987,3.1886458165,6.0955637516,56.314674854,14.165812961,47.416444147,168.8904255
session_4383618618,user12,2,0.6737527187,31.69994807,0.6737527187,10.555790863,1.6179731636,3.3484960675,6.2785064015,54.882833314,12.902004967,49.878076704,165.84688164
session_4397591928,user12,3,0.0312606613,64.678935865,8.8314346633,0.0312606613,12.829588303,2.2928707262,5.4580635381,91.600099716,37.620034929,69.313567511,229.95715483
session_4414280148,user12,4,0.9248703178,36.732745319,3.5339849652,7.6870869424,0.9248703178,2.6170791062,9.1946836882,55.258606389,17.528897017,36.374317154,172.68749371
session_4498932663,user12,5,0.2137514896,44.496682455,1.3630912678,3.4595791152,4.5622975601,0.2137514896,2.1108273917,69.745131652,21.712888133,57.348570437,193.5459676
session_4876159319,user12,6,0.0778503598,56.750994465,3.7669864814,6.4355981392,13.224030647,3.7060740675,0.0778503598,89.193958983,30.445517202,82.860442285,218.08787651
session_4879326735,user12,5,0.1998125062,44.274364337,2.010756717,3.2383551277,3.6637332961,0.1998125062,3.5577524786,67.672914098,21.710928551,51.974207336,192.63503468
session_4905082660,user12,3,5.0649697251,75.494639151,21.736672195,5.0649697251,18.563639091,10.162515827,20.631012037,93.837173331,49.176621378,54.428888196,238.99381231
session_4942286007,user12,6,2.0458478245,59.098124558,6.3913970334,14.211588484,19.167315376,9.3855835532,2.0458478245,95.296256263,32.913345623,97.563366822,219.42445098
session_4970622399,user12,4,0.2449951895,28.593198689,2.4932661528,12.863610453,0.2449951895,4.8585976106,10.163372045,47.405769393,11.657922515,37.507181889,156.03958733
session_4996580201,user12,5,0.4276895091,49.775405018,1.9393281042,2.8801213808,6.8330197462,0.4276895091,1.1171135466,77.179484248,25.299966044,64.333939161,204.83915415
session_5035500864,user12,5,1.7322224222,46.298605468,5.729645375,3.7785303572,3.6820968136,1.7322224222,8.6944998432,65.313407335,24.527845057,40.49417954,192.0103312
session_5035854005,user12,5,0.9316963629,52.125326855,5.6305918054,1.6905055847,5.8172426822,0.9316963629,6.3368773459,73.857113662,28.187259547,49.263560024,205.73548746
session_5046103917,user12,6,0.8386593799,45.189218065,0.9193681786,7.917538579,7.5775741159,2.7083408489,0.8386593799,74.372500047,21.86675086,69.261369122,195.47393257
session_5052301661,user12,4,3.1025017246,30.214962443,12.604604193,22.98970497,3.1025017246,13.889970827,25.328455563,40.337145202,16.222375799,17.770268653,146.90506369
session_5056600779,user12,6,0.2794469667,50.341739944,1.9204123025,7.4206218827,10.151249213,3.1796037318,0.2794469667,81.593978342,25.576383582,76.652116432,205.85973702
session_5088690608,user12,5,0.244178429,45.153931272,1.4462741563,3.6946899602,4.0708312744,0.244178429,2.6072479715,69.769896922,22.192333693,54.149728697,194.59340601
session_5254631909,user12,3,6.7434308685,96.407806191,30.147593872,6.7434308685,31.782519852,15.987409578,23.811480516,121.43788621,65.760835455,84.791151349,276.12289506
session_5256432882,user12,5,0.7688358184,42.992741999,3.1115573706,3.8262302632,2.778864413,0.7688358184,5.9785968635,64.342071087,21.501900128,45.239862204,187.45010837
session_5269540222,user12,5,0.5844323574,42.986066215,0.6615469242,4.8410107959,3.8760490836,0.5844323574,2.2688268727,68.563214354,20.446997344,56.390908733,190.72683509
session_5301408182,user12,5,0.7417765594,55.345186854,3.5737186749,1.7158777933,9.2234849041,0.7417765594,1.2643613927,83.819266683,29.623749672,69.047108094,215.07378617
session_5346999982,user12,6,0.6539141645,45.185713952,1.0004228161,6.5542684117,7.5128238439,2.0910770448,0.6539141645,74.429150565,22.025642565,69.85959392,195.15906798
session_5352520893,user12,2,0.2522573434,40.275276285,0.2522573434,8.4292813224,5.1982955718,2.5472554414,2.2644948325,68.078331963,18.296496242,64.020203743,185.75032526
session_5420574020,user12,5,0.2319406261,41.849744321,1.4449776388,3.6132813827,3.3808239415,0.2319406261,3.3215107742,65.847020255,19.94255082,53.67983256,187.84687122
session_5460114218,user12,5,0.1010327788,44.513247937,1.7410951667,2.9692011811,4.2121599747,0.1010327788,2.8677693375,69.122307286,21.75895178,55.741568927,193.56845574
session_5466872812,user12,5,0.7888204349,54.451289636,3.4044153043,1.9229560551,9.1973827347,0.7888204349,1.0863460227,82.956561242,28.945718964,69.606007963,213.46851148
session_5476317070,user12,6,1.7941885235,49.998629573,3.2215185309,13.253982797,13.150104552,6.9604347501,1.7941885235,83.074597876,25.966319936,83.137149244,202.31297313
session_5491040460,user12,5,0.5317209838,55.682929554,4.3966132453,0.9131937685,8.6515220351,0.5317209838,2.4685628782,82.451701464,30.171143227,64.416426804,214.86005592
session_5518980455,user12,5,0.3809821725,44.582115427,3.0019230431,2.9041344033,3.5284304024,0.3809821725,4.9934259575,66.953111221,22.472953005,48.871822594,191.39230895
session_5542773405,user12,2,0.7707133349,44.648170236,0.7707133349,8.1864995686,7.1745055669,2.7252728486,1.027548502,73.628153699,21.555968102,67.815643774,193.99646872
session_5577188457,user12,6,0.3504037412,62.642142331,5.3309717647,5.457158157,15.366287172,4.037525954,0.3504037412,95.903446371,34.853746134,86.480783404,229.41963603
session_5659881884,user12,5,0.9381064639,39.778866815,1.2285476629,5.6645019351,2.043481851,0.9381064639,4.6152460047,62.513438704,18.648709511,47.394825041,182.46679542
session_5693830545,user12,3,0.4144801197,62.022546911,9.1865946612,0.4144801197,10.559057762,2.2378428558,7.5230354293,85.538021051,35.949350146,58.491626752,223.74102221
session_5739627610,user12,6,0.5998847346,50.641563405,1.9697763117,3.4889344173,7.8063033831,0.856583458,0.5998847346,79.076119649,25.937965298,67.52902043,206.39738905
session_5747551041,user12,2,0.6494881224,43.357402081,0.6494881224,6.4378531428,5.6990151552,1.6706325404,1.5890154157,71.292995853,20.851065456,63.750620567,190.80882856
session_5771189096,user12,5,0.5106799287,49.964063213,4.4348301308,1.821479,5.1455064632,0.5106799287,5.3328038433,72.534815668,26.483555664,50.328703271,201.7652732
session_5826984218,user12,5,1.5693725875,52.52784882,6.9005612741,1.7856615856,6.387101972,1.5693725875,7.9064536355,73.884551908,29.129674515,48.795711827,204.34354088
session_6026454768,user12,3,0.8782125131,63.171584077,6.5999523664,0.8782125131,13.078634411,1.9360695511,2.3926452326,92.722054657,35.76785569,75.990569055,229.35417684
session_6142373482,user12,3,1.4156294161,67.27465136,7.7658486543,1.4156294161,15.512043802,2.9487712522,2.4549612884,98.454527348,38.912350102,81.894353976,236.8408698
session_6167829880,user12,5,0.0826767854,48.002757856,2.9180032312,2.1198796087,4.7230106458,0.0826767854,3.6792534766,71.798192732,24.59265098,53.212195599,199.42783159
session_6181462981,user12,6,1.0841446085,61.90326437,5.3706895481,2.1715204348,13.014792635,2.095755247,1.0841446085,92.685796641,34.567802815,78.092104414,227.43458019
session_6186753676,user12,2,0.7861773224,44.842621531,0.7861773224,5.9753510477,6.5100840526,1.5667034909,0.8378846461,73.05202494,21.601155418,66.386722718,195.14379675
session_6229277499,user12,6,0.2248901711,59.484202816,4.1891194021,4.1589436986,12.968459353,2.6894819078,0.2248901711,91.593830844,32.492380515,81.113790178,223.42889688
session_6237876052,user12,5,0.2797637554,53.226193324,4.2293968403,1.0044647721,6.8512737558,0.2797637554,3.614844957,78.151193398,28.471127886,57.965909331,209.65306736
session_6304072815,user12,6,0.465699852,53.44065417,2.6171144306,3.1692209638,9.1372248215,1.1136334465,0.465699852,82.801069051,28.00999777,71.006536367,211.8723616
session_6325552510,user12,6,0.763596778,66.537339969,6.8377119345,6.6587735068,18.178867773,5.5454149953,0.763596778,101.33318637,38.010541167,92.669427044,235.91625139
session_6339352963,user12,5,0.9318854692,46.474118467,4.3946093718,2.9851975623,3.6185425435,0.9318854692,6.9587703438,67.535560991,24.126987039,45.208979846,194.13469322
session_6342146915,user12,5,0.5164451948,51.861889555,4.2732743548,0.9252446023,7.7331232566,0.5164451948,3.294180659,78.007288185,27.513836086,63.746749902,207.18980956
session_6367235807,user12,5,0.4982330324,51.126874164,2.4780843257,2.572099542,7.1358782284,0.4982330324,1.6012579886,78.575815031,26.616879767,63.718860897,206.23245536
session_6446737316,user12,5,0.1703340764,51.944322515,3.3921075507,1.2958456338,6.8643152211,0.1703340764,2.6559553947,77.989422564,27.348935794,60.922001909,207.72786694
session_6460917775,user12,6,0.2632915389,49.380930395,1.6855625774,5.4319212752,8.5801812453,1.8396273456,0.2632915389,78.887292545,25.013691679,71.074560402,203.76097875
session_6468388206,user12,2,0.9773193534,34.089988639,0.9773193534,12.612507257,2.2176865321,4.4247312718,6.7241465196,57.566243334,14.793867037,48.157267278,169.29189963
session_6558293608,user12,6,0.0382521138,56.676595597,3.4594638319,5.2285821986,12.074757429,2.8009588619,0.0382521138,88.198402603,30.385392982,78.880968941,217.96291625
session_6568158324,user12,2,1.2152261268,30.811110432,1.2152261268,8.8851198689,2.1299045967,2.8689777285,6.2077008984,54.038898612,12.66215861,52.613526008,163.3062512
session_6597902520,user12,5,0.2385283042,46.343651853,3.0879808623,2.4447414674,4.0060793582,0.2385283042,4.6251263363,69.227707496,23.602148915,50.381869314,195.40403725
session_6695269196,user12,3,0.2101186209,66.804588549,9.1986106397,0.2101186209,14.449880002,2.7479979173,4.8591704379,95.13259313,39.049270652,74.834376496,234.65703658
session_6721137284,user12,6,0.2539629936,50.128495586,1.685920304,5.3204802942,8.5960828004,1.7817561531,0.2539629936,79.774075924,25.491806072,70.949211823,205.36903282
session_6835186342,user12,6,0.0659701503,53.450035898,2.8008931306,6.5371837351,11.34057077,3.1310496892,0.0659701503,84.705271051,28.023116959,77.836497127,211.5288814
session_6851257171,user12,5,0.7241137409,53.214782862,5.448135934,1.1241340105,6.4965028021,0.7241137409,5.5991239958,76.371375484,28.960147358,53.145454816,207.95079243
session_6862559677,user12,5,0.2799284173,47.61577597,1.5995886874,2.9590429617,5.8832849452,0.2799284173,1.5561854171,74.593849519,23.768177287,62.542839635,200.43682923
session_6965771386,user12,5,0.4760932225,49.590282541,4.6782187887,1.1750801418,6.2331214915,0.4760932225,4.6233772748,72.825010328,26.216694994,55.309880047,201.5059696
session_6974460768,user12,5,0.2940219031,46.286867952,1.9297557032,2.6498182778,5.96343974,0.2940219031,1.8465515389,72.836354619,23.013556488,62.889713717,197.36113598
session_6983304371,user12,3,0.3234464108,57.710274653,5.9020430058,0.3234464108,9.0845864997,0.8605784098,4.1473263275,83.46515971,32.005999363,62.468730572,217.7941854
session_7061089586,user12,6,0.2873063736,49.584146447,1.7158536558,7.1743582809,9.5800425112,2.8940412651,0.2873063736,80.347847478,25.035331505,74.910061066,204.35061056
session_7149136762,user12,6,0.346313848,52.087611274,2.6517006401,8.3068383037,11.644292855,4.0366107209,0.346313848,84.057114567,27.1625392,79.445216231,208.127756
session_7168735362,user12,4,1.0678642024,36.78479204,2.1828647306,7.3359665347,1.0678642024,1.9259341325,6.9082431544,56.641471279,16.9771886,39.989370766,174.8009714
session_7214352144,user12,5,0.3351726876,44.284147003,2.8636096077,2.9042843685,3.4162160378,0.3351726876,4.9389880381,66.745566948,22.180271261,49.103797926,191.06987174
session_7251443361,user12,6,0.2143511221,60.139559124,4.7196595585,6.6155829203,14.848912015,4.3243320425,0.2143511221,93.344792261,33.013153689,85.885139735,224.39068876
session_7328625738,user12,5,0.9859686186,39.728524434,1.6111489435,5.5337853708,2.032584071,0.9859686186,5.0126079709,61.86213187,18.813582351,46.046427736,181.73298138
session_7361695503,user12,4,1.5998641399,27.765009464,2.2385256633,16.648228881,1.5998641399,6.8908028127,10.281740627,48.674125227,10.927428375,43.065191719,154.24862019
session_7370953010,user12,5,1.2468870845,50.07323691,5.9887754046,2.1559257563,5.1385994044,1.2468870845,7.5941213773,70.756745209,27.027477757,46.316804782,200.56095866
session_7374443981,user12,3,0.6527448491,58.990936978,5.3841255774,0.6527448491,10.428559443,1.0124094493,2.5042198652,86.747445223,32.59831196,68.893958704,221.45771473
session_7454853209,user12,2,0.8021951002,43.639797034,0.8021951002,8.5618827509,7.5731410851,3.0679054024,1.1425803693,73.370293061,20.938926126,70.639768827,191.68148633
