session,user,Cluster,Distance,Distance Cluster 1,Distance Cluster 2,Distance Cluster 3,Distance Cluster 4,Distance Cluster 5,Distance Cluster 6,Distance Cluster 7,Distance Cluster 8,Distance Cluster 9,Distance Cluster 10
session_0893120027,user12,10,3.2655456334,6.03600218,13.72646311,22.572443937,41.442410646,40.342257438,221.79427752,194.51231343,12.768491216,27.818147754,3.2655456334
session_0897855137,user12,8,3.2703487024,4.2271752055,6.7169931849,19.09767726,24.184992701,36.493906719,202.68171763,186.5574502,3.2703487024,19.861244124,3.2914949189
session_0919508187,user12,3,8.3684785203,66.288903085,33.959085365,8.3684785203,83.430558086,103.5799611,251.20142117,245.79988565,56.59937698,66.450223548,37.87719388
session_1017063962,user12,9,3.2018223811,41.958224538,13.987698326,38.663316119,25.30350108,21.814695113,147.00674187,163.16621613,19.120344455,3.2018223811,26.23647838
session_1019062124,user12,10,0.5524426345,9.3630491076,3.1223047195,10.904017837,28.983389852,32.046918084,212.17088103,201.18828547,6.4283010249,14.922230018,0.5524426345
session_1022551827,user12,8,2.0606546421,9.6799873088,6.3639144215,25.503973907,16.561048152,30.39601477,191.42682318,184.97643884,2.0606546421,12.971144637,8.2033969309
session_1134724645,user12,2,1.3352212889,20.611660484,1.3352212889,16.54454394,14.305649229,22.630227579,170.04157597,177.29204668,5.1344883828,4.0361498803,8.6229829729
session_1143731163,user12,10,3.585844832,6.4158561134,8.6381660384,26.939548532,27.879508366,25.249573454,213.01538032,199.90206592,5.8585006377,13.496559112,3.585844832
session_1178629549,user12,10,2.0219012163,4.7291507392,8.0439446716,23.42478139,29.541622379,28.351023214,217.30327469,201.7506957,5.6972563992,16.012877716,2.0219012163
session_1196335015,user12,9,2.7553683151,43.543696176,12.807007273,37.884329987,15.177649771,14.368856566,146.03536691,168.68567245,18.466961901,2.7553683151,27.183294734
session_1205304288,user12,9,4.2269458669,28.128328817,9.1673786922,36.142284058,6.9718751169,18.865982846,148.83876081,163.16859559,7.3800087744,4.2269458669,21.030047032
session_1239074582,user12,10,1.3443231067,6.5346250178,4.7331194441,19.175259482,24.571401006,25.296486188,195.08391979,181.89731239,4.4079483861,12.226670835,1.3443231067
session_1288650341,user12,3,18.297131964,36.143142644,36.324636982,18.297131964,87.126588353,90.607776863,266.1170429,229.42610434,47.384189478,67.771778892,22.00455525
session_1358651464,user12,9,2.2335139123,32.383217597,11.674698385,40.161282818,17.088978034,13.766344429,164.49096089,178.39860314,13.155394478,2.2335139123,21.618144163
session_1412721528,user12,10,0.4590649167,8.804136457,5.2520471448,9.995862184,34.150235228,37.995099837,214.07253519,197.74705823,8.6616671762,20.004754755,0.4590649167
session_1456340454,user12,10,1.6501926477,6.7030536445,3.8940771463,15.163275616,26.123024268,33.131031828,212.03094622,200.5693692,3.4063946176,14.236493765,1.6501926477
session_1508041930,user12,8,2.8409219145,3.528439855,12.549092613,39.00764326,20.933302169,24.545303211,200.03013284,185.54530245,2.8409219145,14.93885319,8.1228119549
session_1548161375,user12,1,0.2944403225,0.2944403225,13.494523075,29.267576817,31.51816141,38.747868787,219.57056554,194.39026751,6.1059760771,26.408856557,4.3369440583
session_1574713570,user12,1,0.8256732352,0.8256732352,17.663015991,38.97819198,33.02283932,35.173229186,233.77652354,209.28879179,7.6589095029,26.478674458,7.4372441863
session_1591951224,user12,8,3.1169206253,16.028321804,3.8722727458,20.916469459,11.056469229,26.654224683,180.4299749,183.79738281,3.1169206253,9.9478026025,9.9123777789
session_1593696549,user12,10,0.8436360044,7.9450298724,2.6664713328,10.844531582,24.968200117,33.509338245,209.81119968,199.5136797,4.3746172323,15.563269612,0.8436360044
session_1656689994,user12,2,1.3379510271,14.720080968,1.3379510271,17.870266728,16.591302905,19.359173718,188.90718263,190.81389696,3.6837923056,4.1332878825,5.0035630351
session_1843905203,user12,10,2.8196406568,16.320780599,3.5349822308,6.7002103875,31.774313759,34.756712799,208.48025716,201.26774768,11.137943339,17.121719673,2.8196406568
session_1928096865,user12,1,3.353163357,3.353163357,12.443355595,31.122795532,26.477452935,31.0971355,179.35296684,156.62469958,5.7693880371,20.835905695,5.7977371638
session_1956761643,user12,1,0.5205822975,0.5205822975,20.502369022,40.417827231,36.990163184,41.256571066,244.52967641,216.76186112,9.5402816747,32.048013043,8.6664862643
session_2062712102,user12,5,5.7595813442,28.235971201,30.834856344,70.846811338,16.620357306,5.7595813442,176.84420059,175.75781645,20.705607244,20.231742357,31.60724852
session_2083592190,user12,10,2.6962276839,10.000710467,11.340639007,11.047493022,46.070082648,50.899010962,234.86728997,210.86479757,14.638961553,31.057838444,2.6962276839
session_2092403163,user12,2,6.5759837721,40.203934461,6.5759837721,9.7414255258,34.254497062,40.479136486,185.58241961,198.72037999,20.218050169,12.839390819,17.330182229
session_2116060291,user12,9,3.4830674552,26.867575997,11.130745983,42.62508412,6.2970017034,14.612918923,165.80334907,180.61984897,7.3375836106,3.4830674552,21.818210265
session_2177337196,user12,2,8.7398747751,24.257500704,8.7398747751,19.1015215,17.509161385,14.589128181,190.86763401,191.01193932,14.930939935,16.473829035,11.632058109
session_2217789924,user12,1,3.0068345854,3.0068345854,25.214684024,49.774970462,34.235881584,45.154373993,217.1946113,188.72459013,10.191679365,34.708515964,15.078898895
session_2237300884,user12,1,0.6159596273,0.6159596273,13.718232238,27.863410157,33.294079342,40.360023477,234.96620438,209.99485157,6.9064256249,27.927017885,4.2668900091
session_2287816341,user12,10,1.9295529355,8.2009269947,3.0825546279,18.616337953,22.093382297,23.089102278,201.28267171,194.06944367,3.3207011328,9.0633865562,1.9295529355
session_2323064700,user12,10,2.0134426346,4.3418124065,6.6614690296,16.287529884,28.041321017,39.346049493,221.57691419,204.9173169,4.7131973377,21.717396474,2.0134426346
session_2487049182,user12,1,0.6768971142,0.6768971142,17.207364257,32.489680074,34.811866098,43.958950238,241.55055488,214.84308618,8.3325293498,32.191569623,6.7694497482
session_2509775056,user12,1,3.0470399122,3.0470399122,26.407605171,37.299539217,50.592942822,57.074635242,263.09597887,225.40338766,17.703684739,46.573506502,10.441520255
session_2555172883,user12,10,2.6054131879,15.473000954,4.0474365482,7.0026157049,34.631651382,38.249106706,196.9015737,185.11035232,10.93472448,17.033232252,2.6054131879
session_2614149384,user12,1,2.5542519185,2.5542519185,11.945569334,26.691767718,27.561833766,40.881548516,215.9398729,195.08810237,4.9863498666,25.914912665,5.9162123014
session_2726751248,user12,10,4.2662804432,8.9562159508,14.766622555,13.677102614,49.076796549,57.458027605,245.80596677,217.43358245,16.410696943,37.891585624,4.2662804432
session_2794743722,user12,10,2.0509745164,5.0762809215,12.060301696,19.880323775,40.026745609,40.787558011,236.07465706,211.5685623,11.358840505,27.56207642,2.0509745164
session_2923450227,user12,8,1.8536790549,9.1333586285,2.2586678693,17.305299382,19.024465441,27.602268666,185.55929361,179.84795313,1.8536790549,9.3287489221,3.3503452205
session_2937285388,user12,3,2.4656891417,23.957497894,3.5358908105,2.4656891417,33.219512472,41.462735538,204.9449101,202.94030857,14.157217345,18.44297154,6.7134707947
session_2948657089,user12,2,1.5549761375,11.756467805,1.5549761375,11.51237724,22.845197275,26.912977027,196.83862769,191.53897962,4.954922521,10.289680523,1.8663354729
session_2954669341,user12,1,0.5496154836,0.5496154836,18.104663289,39.219484766,33.80880985,37.018402091,235.21458097,209.80317458,7.6718144242,27.455316512,7.6542507903
session_3200427673,user12,10,1.6651764514,5.2477560708,4.5675994575,17.585927082,21.0002562,28.548616885,185.76951067,171.4437187,3.2366946239,15.398166161,1.6651764514
session_3226676976,user12,2,4.4375372184,15.214689405,4.4375372184,20.611885313,24.719840025,20.994823157,194.48886273,192.38380264,7.2470963479,6.8279862996,5.3371295563
session_3230049516,user12,2,2.4689105002,16.947664256,2.4689105002,16.914430574,22.36832042,21.330286751,190.58249815,191.34490354,6.7577069578,5.4506085573,5.2246877562
session_3267760096,user12,10,1.8374985113,7.3134687766,2.8345823979,18.253587816,20.03308752,23.307990605,204.34168562,197.81776774,2.3982673975,9.6821443206,1.8374985113
session_3315925736,user12,9,2.4687063301,16.851267626,4.4581038783,27.403553795,14.456051176,15.310316138,185.97401942,190.26133826,4.108621061,2.4687063301,9.5095858549
session_3360873587,user12,10,1.3214850169,12.051978585,3.1865544113,9.7520846906,30.204038642,32.107683458,208.73497384,198.40682339,8.2084225048,14.813646139,1.3214850169
session_3387344935,user12,8,1.0812595088,9.7723802181,2.7185143139,18.852223375,14.061454813,26.13428992,182.6089219,178.92004329,1.0812595088,9.8361191296,5.154530447
session_3448521340,user12,10,0.5471429471,9.4882453665,4.1726088544,9.9834958992,30.479264326,33.530668071,216.50755942,203.24473272,7.9872887159,17.88465713,0.5471429471
session_3487526409,user12,9,4.6979513126,15.897855745,7.9702834366,32.248189154,21.739709438,16.421887815,190.73621791,190.98476957,6.7557563728,4.6979513126,9.6144337308
session_3541851149,user12,1,1.5964162397,1.5964162397,26.396395948,48.080752647,40.398727065,44.055368953,251.80760285,220.05115222,13.266030448,37.980488371,12.398629044
session_3571551367,user12,10,0.6520820338,7.4608645668,5.0938748301,14.170401399,28.979041901,31.251704268,201.89476259,185.66991129,6.8254065306,16.746309064,0.6520820338
session_3657391768,user12,10,0.5853509241,6.9597206463,6.5579195376,14.267762573,32.785761158,34.000995423,222.52437013,205.32470482,8.2365684462,19.86523835,0.5853509241
session_3678562948,user12,8,3.5090705041,11.076687721,5.4859767956,28.214202002,16.961151893,16.148837938,181.00550266,177.85372197,3.5090705041,5.4920603648,6.3243536354
session_3683562482,user12,1,2.8391856143,2.8391856143,28.754220067,47.60844654,44.631298145,50.847265638,229.82139394,192.4752536,16.128860935,43.467228605,13.741819654
session_3778195656,user12,1,4.271018329,4.271018329,15.209938348,30.434632323,36.092853561,34.213203039,219.65227595,193.29509287,10.782781536,25.506597775,4.8300297301
session_3807007352,user12,3,2.8951777839,26.723411173,4.9997723864,2.8951777839,37.058531239,41.545321418,206.11169833,203.65439932,17.30845213,19.376923061,7.622781533
session_3861991564,user12,8,2.9223076119,7.0118612007,11.738198077,40.671788413,17.334495141,18.900353054,204.37621337,197.32779077,2.9223076119,10.790132578,9.8922645874
session_3928799857,user12,8,6.518642505,8.9500206095,17.477267572,49.674787182,23.038728843,23.106539657,183.56746051,170.82777076,6.518642505,14.206444872,14.051748847
session_3932609601,user12,10,1.2330910765,11.021487022,2.1214513893,11.340425993,26.81211702,28.881443511,203.37270517,195.56816059,5.8426842834,11.571089221,1.2330910765
session_3958419196,user12,10,3.240980872,9.8581867204,5.8658411917,21.558970095,27.55270468,24.527155009,191.37501667,180.0969421,6.422290699,10.643092114,3.240980872
session_3996482621,user12,8,1.4573611221,9.8706750637,2.2482132164,18.98471378,17.493929151,25.942642387,183.98756825,178.98903144,1.4573611221,7.7292492103,4.2370913148
session_4051438580,user12,10,1.5738446888,3.0614228384,5.9189781279,21.018477816,24.59763731,30.264949268,213.68666156,199.72462616,2.6587378834,15.940589729,1.5738446888
session_4066543084,user12,5,1.8548560299,52.80993156,36.415771845,73.436649401,12.703854002,1.8548560299,186.95377959,205.9857702,33.803081028,24.083161176,46.769140295
session_4091639526,user12,9,1.4924684259,33.568794795,6.0056765879,26.129992507,16.233166106,17.920725722,162.18038494,179.87269506,12.087277143,1.4924684259,17.887039935
session_4137223552,user12,10,0.7256033985,6.5661978383,4.7026169572,17.056784532,27.006986745,27.960849804,210.3292416,197.59787545,5.1408507603,13.934565038,0.7256033985
session_4138202528,user12,9,3.0477946334,24.37257656,10.843902576,39.802028822,18.575996859,20.724594957,176.8038148,187.49224752,7.9111495237,3.0477946334,18.353342074
session_4157921188,user12,1,1.186059848,1.186059848,13.76628612,35.628917813,24.842172414,30.236429793,227.38422707,209.34178371,4.4500170306,22.21848255,6.5861437612
session_4345009224,user12,8,2.4986583197,13.958599472,4.2456779122,27.912116345,11.419926545,14.477635896,174.6979323,176.90142554,2.4986583197,3.0087489067,8.3464340129
session_4383618618,user12,9,1.7752588446,31.470044255,12.459307506,42.333819072,16.406234688,16.615886904,145.80234751,158.84788446,11.723334128,1.7752588446,22.486940212
session_4397591928,user12,10,2.3833455542,9.5015436422,11.552345791,12.983592875,44.831870786,46.809356055,237.46378117,213.44324052,14.742613987,30.163671348,2.3833455542
session_4414280148,user12,2,4.4175840169,17.876215158,4.4175840169,22.337024437,21.141200917,17.618497081,189.11612426,191.48068909,7.3500515558,4.7639345086,7.3066932406
session_4498932663,user12,8,3.5131221441,11.495579074,4.0773431162,23.523221537,21.542819935,21.469599319,193.47266333,190.52172666,3.5131221441,5.5498900126,5.0900254458
session_4876159319,user12,8,2.4726984234,3.4993671553,10.27933036,32.401541228,24.69686535,30.667200898,202.37475191,187.20780006,2.4726984234,15.308528045,6.2040167587
session_4879326735,user12,2,0.7440407227,19.861091377,0.7440407227,9.3813435411,21.296756314,30.849952317,187.7509629,190.6560281,6.7046546449,8.97522135,6.5709464014
session_4905082660,user12,3,9.5672505896,69.854777835,33.943712797,9.5672505896,80.390713066,94.245893727,194.88332239,188.45917158,57.620949941,60.413373096,39.079058967
session_4942286007,user12,1,6.285699892,6.285699892,23.036608575,51.793879593,27.494519208,38.225179695,232.25049589,215.1565992,7.8796730384,27.69165392,17.245872182
session_4970622399,user12,9,0.7447094402,32.633530911,7.1729439769,30.57496321,13.80853891,16.405439113,146.0012784,162.01532645,10.907080098,0.7447094402,19.299119359
session_4996580201,user12,2,1.3940087039,13.26223458,1.3940087039,11.463750976,21.460047786,32.585094269,198.68929727,196.48787022,4.0159490305,11.343418311,4.2329265088
session_5035500864,user12,2,3.6914073345,26.408110115,3.6914073345,11.515984555,31.288059381,30.633150571,191.83310215,196.4751843,13.133840133,8.6348075079,8.8421128462
session_5035854005,user12,10,3.5864917683,17.337732989,4.5632281574,3.6982179734,35.240633572,42.370001212,215.00121132,205.13644482,12.818595296,21.669667424,3.5864917683
session_5046103917,user12,8,0.62926724,5.9206108863,6.2266810582,26.313824307,15.562677458,26.764698065,193.01568743,184.36836352,0.62926724,12.650436095,6.0485160447
session_5052301661,user12,9,6.3429094526,51.462899882,16.239251093,37.341789729,29.676704559,23.369166774,174.54696778,199.71647834,26.069360628,6.3429094526,30.582145718
session_5056600779,user12,8,1.9843677569,7.0462893174,8.9404397798,29.469635211,18.445905712,31.417384553,211.69029921,204.07283658,1.9843677569,15.586525406,8.4487151519
session_5088690608,user12,10,1.2103271408,6.2608334029,4.1945794061,18.699526928,24.364577199,25.758787232,209.58631359,199.19401454,3.7898139774,12.144292788,1.2103271408
session_5254631909,user12,3,10.163827553,71.495439574,41.965949508,10.163827553,97.849085358,113.55115418,269.26205106,255.91337107,66.162785466,76.926331301,41.699722557
session_5256432882,user12,10,3.5231710204,12.722054219,4.6552937113,18.486997464,26.696176897,23.324434656,203.90662979,197.37758649,7.441682671,9.8030863873,3.5231710204
session_5269540222,user12,2,2.3216013173,8.89315404,2.3216013173,14.644584487,17.693750862,28.069864935,203.93634695,198.74593654,2.5079497032,12.642742503,2.969985244
session_5301408182,user12,10,3.026444147,4.5631650348,9.9542976611,26.231572216,32.820239372,31.490350216,221.25666501,202.56147256,6.6241067246,17.482384512,3.026444147
session_5346999982,user12,8,1.3198744979,4.7341593156,7.2422828715,29.952977385,18.768277932,22.007193623,204.93220311,195.72716345,1.3198744979,10.555173651,5.0110019954
session_5352520893,user12,9,3.1719968617,21.120924944,6.8310047779,32.038205579,12.930032225,21.949683826,168.33002892,176.818028,4.4465249469,3.1719968617,14.997903294
session_5420574020,user12,2,1.6549004561,17.323673521,1.6549004561,15.65071238,18.126615841,24.650303672,155.48827388,154.17901935,5.1641216627,6.1024236132,6.5283740075
session_5460114218,user12,2,2.0849282254,22.733439123,2.0849282254,12.700979799,19.541772152,31.109371714,157.04220465,159.83994997,7.4615451778,8.2950482237,9.6272022498
session_5466872812,user12,10,1.4438434777,3.8392475653,6.6570934068,21.147628255,28.035068543,30.72754987,216.80540922,201.78190176,4.0063494628,15.882577878,1.4438434777
session_5476317070,user12,8,4.6243768595,11.622243133,15.803718198,44.449420316,17.60812183,29.567889971,208.88666001,205.89487819,4.6243768595,16.678680986,16.727298791
session_5491040460,user12,10,1.0719295841,4.6453846099,9.417820637,18.038381703,35.882214949,37.193450579,227.55871785,205.52696191,8.9551941134,23.661317788,1.0719295841
session_5518980455,user12,10,2.9902300702,11.029490074,5.7303484754,19.394057667,28.774543703,25.006683059,208.7181844,198.85586026,7.8172516156,11.946475602,2.9902300702
session_5542773405,user12,1,1.7828817487,1.7828817487,15.011281886,38.857427268,25.053295813,27.652385082,227.16671531,208.55214554,5.2134165184,21.167709198,7.4925613691
session_5577188457,user12,1,1.9544779271,1.9544779271,11.987449692,24.478519875,31.74720987,43.367708068,227.83891358,205.34321043,6.0656206457,27.400226332,4.4622891417
session_5659881884,user12,2,2.5763305348,10.836581268,2.5763305348,19.965018195,18.703397359,19.786737937,194.99571459,192.33479289,3.1768549133,6.1651606536,3.580341821
session_5693830545,user12,3,1.2087120746,24.820158794,9.3977868986,1.2087120746,45.972670499,56.032903072,227.73662911,216.34989157,20.73274661,31.341296944,8.1431156264
session_5739627610,user12,8,1.5684437042,7.4156616391,2.4024454504,15.991978094,19.98458209,29.679786905,190.10687338,181.94394182,1.5684437042,11.542423362,2.5161706806
session_5747551041,user12,8,5.3458632314,6.1905352809,13.94429169,40.713170203,21.486451015,21.725543261,177.79166394,162.17452877,5.3458632314,14.898770182,9.4564088597
session_5771189096,user12,10,1.454291846,9.4041821604,6.6899766513,15.133670759,33.84590228,32.251188536,218.68636201,203.76982274,9.5061612578,18.059626634,1.454291846
session_5826984218,user12,10,6.9835986624,15.865142377,12.92689546,23.177053359,41.582609908,34.352045571,193.52453774,174.65481919,16.375023231,21.045555841,6.9835986624
session_6026454768,user12,10,2.9853673849,3.7877242159,14.449350448,21.228605239,42.262744371,46.205803196,241.79077276,213.21272689,12.218035789,32.615243295,2.9853673849
session_6142373482,user12,1,4.97640675,4.97640675,23.212693081,30.785725354,52.140451935,53.080487515,257.82146002,221.71912399,18.618202569,42.3519998,7.4729310368
session_6167829880,user12,10,0.7703955241,8.2993079553,2.9939541898,14.058105935,25.768998473,27.91396312,208.36998876,198.93945363,4.7122174606,12.200251442,0.7703955241
session_6181462981,user12,1,3.5285137909,3.5285137909,25.125374094,39.496285679,49.318484973,48.128766585,255.65327496,220.12619732,17.131924547,39.941885121,9.3223064168
session_6186753676,user12,8,1.2776921324,9.1857962878,3.1308167432,18.735431267,15.326549255,27.958238263,187.88553067,183.11796256,1.2776921324,11.363401227,5.1013980957
session_6229277499,user12,1,1.0343425431,1.0343425431,21.706630762,39.580048285,39.890793107,43.09887253,239.36485916,207.2761584,11.717033441,34.463339398,8.4449572281
session_6237876052,user12,10,0.7639244499,7.3325751627,6.9200330065,12.83068089,33.430995655,36.604533479,209.49457632,189.90744021,9.0102172676,21.770733893,0.7639244499
session_6304072815,user12,1,3.2972474925,3.2972474925,8.6615458093,26.074353361,25.664559883,30.142944538,184.11175854,165.03448293,3.8480354291,16.77334916,3.377334543
session_6325552510,user12,1,6.3878251162,6.3878251162,40.015259255,57.248348799,60.16329795,63.005436926,284.15443125,240.65500983,26.12301658,58.301170465,19.85993535
session_6339352963,user12,10,1.9296797614,13.395848388,3.8334042392,10.03747073,30.162499448,31.298800212,211.52588876,202.47602395,9.5187155378,15.527594271,1.9296797614
session_6342146915,user12,2,1.9736854331,16.793248749,1.9736854331,5.0813502311,26.605661638,37.148299594,191.67915543,185.91857377,8.6123881307,15.994921505,3.9536858553
session_6367235807,user12,1,3.7779533647,3.7779533647,11.550905343,28.251287891,30.050597515,30.507655316,194.17765969,171.79498871,7.1959751411,20.498401559,3.8825647634
session_6446737316,user12,10,0.1757444722,6.0145314462,4.9736693648,14.376159655,29.076342191,32.292773544,215.31776987,200.47673976,5.893860938,17.367527685,0.1757444722
session_6460917775,user12,8,2.6438966932,3.7118681025,9.9620595233,33.276738195,23.323548271,25.353358506,210.53411927,197.65724978,2.6438966932,13.496576724,5.715289817
session_6468388206,user12,8,3.4537785312,15.267116244,7.3663879575,33.921520598,10.301714599,14.906707348,156.30903014,158.47466493,3.4537785312,4.6365939088,11.766181335
session_6558293608,user12,1,0.2862095268,0.2862095268,13.601706879,30.80719575,31.180394149,37.077826988,231.04015783,207.99287642,5.7914719344,25.404187575,4.6358447417
session_6568158324,user12,9,2.012253067,29.542173389,12.333696019,41.793141606,16.856098628,13.609665494,152.08790983,161.83974154,11.74524679,2.012253067,20.722591543
session_6597902520,user12,10,1.5317199012,11.859593686,1.7560212609,10.863603239,25.235641261,28.060981454,204.87555014,198.6375356,5.9039157291,11.246616401,1.5317199012
session_6695269196,user12,3,4.0522057419,16.157038083,8.0805196225,4.0522057419,41.993162299,51.722889805,220.75803402,204.24373522,15.232757683,28.955672294,4.2284082672
session_6721137284,user12,1,1.7406578723,1.7406578723,8.7315188762,25.376088465,24.205241142,31.385420606,222.89962208,206.13626269,3.046695111,19.238403794,3.1723326611
session_6835186342,user12,1,2.1822912577,2.1822912577,10.277448249,31.308034672,24.32109844,30.282940393,216.86513847,201.52273319,2.4496879268,17.08244144,5.3101383825
session_6851257171,user12,10,1.2155158451,10.390084754,5.8591663043,12.410339807,34.363461525,34.083194147,214.99533297,200.70926176,9.6958274344,18.036028524,1.2155158451
session_6862559677,user12,2,1.5563966741,8.8949473999,1.5563966741,13.175121724,20.318309326,28.714234337,202.14688163,196.28468536,2.6416945464,11.351207554,1.8556243745
session_6965771386,user12,2,4.1223042026,28.068183485,4.1223042026,12.329616222,31.760443853,33.541291786,187.57154574,193.09950327,13.242341226,8.6530437658,10.589020802
session_6974460768,user12,2,2.116612254,9.7016006049,2.116612254,16.330642743,21.6434833,24.832080223,198.64676625,193.04351835,3.2502758702,8.5565989687,2.2241607376
session_6983304371,user12,10,1.2447027965,7.5289480585,9.2297151692,13.342596328,38.741851192,41.35312753,231.87487921,210.56600693,11.412813462,26.188808458,1.2447027965
session_7061089586,user12,8,1.7348343055,7.1082652479,5.7758830278,22.71564498,17.443315055,30.944968199,180.98964788,171.39388601,1.7348343055,14.680788169,5.8648409973
session_7149136762,user12,1,1.1603120752,1.1603120752,19.398611559,43.71505645,29.444476756,33.941875175,233.69560763,211.0064082,7.1880260788,27.251212992,9.9309053031
session_7168735362,user12,2,1.533855052,17.736117921,1.533855052,17.747157347,18.075309417,19.993634143,186.11966669,190.68450878,5.0381050063,3.6265161917,6.5845245491
session_7214352144,user12,2,1.1615668228,15.538925659,1.1615668228,12.612928213,23.176759794,25.134852819,193.78587387,192.53970003,5.9953960884,7.1605977554,3.6526573915
session_7251443361,user12,1,0.7697337017,0.7697337017,16.89762225,36.245797819,30.999306413,40.553424582,221.8474085,196.67067754,6.3660944637,28.336425879,7.9631321797
session_7328625738,user12,10,3.0083205676,7.5519806085,5.8063078731,23.100914595,22.211574988,21.031047724,207.82703186,199.51172602,4.6058888172,11.39670785,3.0083205676
session_7361695503,user12,9,6.0056510832,31.245558829,8.613222199,31.868622356,7.8125882337,20.475170979,134.87791699,149.97025851,9.6437386875,6.0056510832,21.374746251
session_7370953010,user12,3,3.6287493591,18.914151561,4.4107586859,3.6287493591,34.570026621,40.282726908,212.61455994,204.60324975,13.540762586,20.747510753,4.0219690218
session_7374443981,user12,10,0.4898402023,6.7817516564,5.8203965473,11.638121937,33.390248733,39.21486046,222.53781643,205.89497526,7.4320849059,21.125939468,0.4898402023
session_7454853209,user12,8,1.1298343613,7.5931244496,7.868432993,33.011876365,13.817052795,20.703249988,168.35651205,160.65179795,1.1298343613,9.202765906,8.2696598279
session_7489987884,user12,10,1.1213834695,10.787710779,5.8581365397,9.5972505635,35.317884887,37.41258251,221.38965465,205.94778817,10.505045704,20.663822263,1.1213834695
session_7528264650,user12,5,3.4485350357,59.936351629,44.521787582,88.221712211,17.409366211,3.4485350357,185.94709523,208.12304053,39.16027384,26.195277146,55.936745852
session_7562248450,user12,1,0.4046657185,0.4046657185,19.581388515,39.740986925,34.563102776,40.08324232,242.63599897,215.97967108,8.575416155,30.854842698,8.4241019927
