session,user,Cluster,Distance,Distance_Cluster_1,Distance_Cluster_2,Distance_Cluster_3,Distance_Cluster_4,Distance_Cluster_5,Distance_Cluster_6,Distance_Cluster_7,Distance_Cluster_8,Distance_Cluster_9,Distance_Cluster_10
session_1143731163,user12,4,0.6149617434,11.81837962,444.48433503,121.44031316,0.6149617434,63.745857619,158.86335559,472.86790898,188.66162205,50.013306308,210.52772677
session_1178629549,user12,1,0.9944333575,0.9944333575,425.84688919,135.25548617,14.107488151,52.648439357,151.41407616,478.90061727,195.60371195,60.535347955,219.66123488
session_1196335015,user12,3,3.098026261,103.38276731,519.29462436,3.098026261,111.67005824,126.93804427,226.92251077,347.00556043,261.54904585,159.63813603,293.97683869
session_1205304288,user12,4,5.9843475154,23.03928914,440.15517301,128.08264291,5.9843475154,63.895205382,154.22747805,475.83586764,158.00141133,50.846448088,181.89356981
session_1239074582,user12,4,0.2361209058,11.511750956,428.95339632,120.91816571,0.2361209058,58.303405579,151.09455948,471.29833313,171.35497707,45.247902914,189.90684982
session_1288650341,user12,1,0.8765154355,0.8765154355,408.05670168,133.61344912,14.245176806,46.280486072,142.24324965,486.53015929,178.66942143,55.50065377,198.79133848
session_1358651464,user12,9,1.7157224606,43.641018128,225.7697957,142.08188533,33.797788173,11.962865307,45.695143255,496.9098509,205.31557462,1.7157224606,150.52228306
session_1412721528,user12,1,0.8662304705,0.8662304705,432.11703866,135.45720687,14.188317092,54.5307895,155.62547198,483.04779292,188.50933806,62.964195842,215.24626069
session_1456340454,user12,1,2.2406025424,2.2406025424,388.62462117,139.02372093,17.98766926,41.350622146,131.01165898,491.73683527,199.28267781,51.730518867,211.71350246
session_1508041930,user12,1,0.2369815449,0.2369815449,431.43844755,113.40014965,13.118816484,51.543494752,153.6073443,460.00543827,177.19013379,62.550513256,205.57769369
session_1548161375,user12,1,0.8646492249,0.8646492249,433.35171494,134.17409255,13.095566453,54.64793259,156.73395703,487.47375065,177.74973396,62.652751458,205.5559483
session_1574713570,user12,1,1.0179613624,1.0179613624,434.85383598,135.49792803,13.371500057,55.567384824,156.68925157,483.37982569,192.30856917,62.843992732,219.25677117
session_1591951224,user12,1,0.3982143125,0.3982143125,417.44359346,107.08074389,13.099091434,46.365178004,144.86416568,454.1331725,177.1510965,57.979237795,201.30833426
session_1593696549,user12,1,1.0333470767,1.0333470767,421.11848701,135.72839147,13.770868467,51.000639277,148.76215954,489.00920996,192.64516013,58.724716966,215.35091579
session_1656689994,user12,1,0.5041520449,0.5041520449,425.5680443,106.99550844,13.553058122,49.259233692,148.55309107,449.66767323,191.76037688,60.557760614,217.27312366
session_1843905203,user12,1,0.3015266063,0.3015266063,419.01710103,113.19553939,12.961658601,47.653359992,145.19383139,456.56246657,191.4423739,57.788411554,214.59602846
session_1928096865,user12,1,2.9593191666,2.9593191666,430.29991472,100.64790089,13.983721278,51.120038959,154.88516569,447.24419744,145.38005917,63.555738119,175.6526049
session_1956761643,user12,1,0.4716456166,0.4716456166,419.28605859,111.52300695,13.554089378,47.626923681,145.07721588,457.7741996,194.59597509,58.341821284,217.72250635
session_2062712102,user12,1,4.0333269705,4.0333269705,402.89888985,108.09351251,18.805347258,44.589038276,140.55032882,390.40063609,161.98477206,58.49015599,182.69275962
session_2083592190,user12,1,0.9583020444,0.9583020444,432.57538561,135.36205103,14.28501167,54.756237452,155.55196218,483.04752676,192.94607578,63.028516406,219.42614921
session_2092403163,user12,1,0.4867351683,0.4867351683,419.05939571,111.2355581,11.089507981,47.530771297,144.57876203,459.05263238,190.11504927,55.904203588,212.83917818
session_2116060291,user12,1,4.2607615768,4.2607615768,435.82521061,139.40433126,15.973294492,53.751381615,153.36249702,486.11124529,178.18244721,64.610888583,209.56297272
session_2177337196,user12,1,2.9759152305,2.9759152305,420.73312587,107.2490453,17.845448297,49.910290584,148.75707319,390.12791733,182.02898542,62.974344386,206.85243302
session_2217789924,user12,1,1.7024293192,1.7024293192,433.19003097,139.24625863,17.575498951,55.442882175,159.41165717,491.48237564,166.97498666,67.246310505,196.39371376
session_2237300884,user12,1,0.5480575506,0.5480575506,433.52801008,114.27088973,16.233520737,52.552287762,154.44387568,461.27218971,193.76985879,65.725400584,222.09931582
session_2287816341,user12,1,0.454581241,0.454581241,432.76464955,111.48812736,12.577484602,52.010004882,152.89731218,459.11496521,191.10241975,61.895294321,218.49946407
session_2323064700,user12,1,0.8619528756,0.8619528756,432.28193357,132.72142561,14.310474811,54.229583377,155.05631664,486.14262208,192.86608378,63.026090154,219.42952618
session_2487049182,user12,1,1.2278958457,1.2278958457,432.91462676,136.67136923,17.132658317,55.032777553,156.4300631,489.51945576,195.66497766,65.856538064,222.68245771
session_2509775056,user12,1,1.1347903438,1.1347903438,434.84930901,135.89307344,16.834554305,55.525048291,157.53226761,488.63288715,193.85128878,66.290114531,221.62445212
session_2555172883,user12,4,0.2560600584,14.071818184,437.99843852,118.91462846,0.2560600584,62.526463198,156.39229615,470.9233568,171.98975564,47.468463037,192.18394831
session_2614149384,user12,1,0.8491988647,0.8491988647,417.38765213,134.92009985,14.273384757,49.4636348,147.7955911,487.90358783,178.66672497,58.581382164,201.69465727
session_2726751248,user12,1,1.2355599506,1.2355599506,434.62256464,136.70343877,17.191890686,55.59229722,157.48917686,489.71507623,195.08041308,66.495697368,222.69950194
session_2794743722,user12,1,1.0664846164,1.0664846164,435.11485937,135.35686884,14.893694055,55.662601596,156.947145,483.02373089,196.12746382,64.338524074,223.25601407
session_2923450227,user12,1,16.902642996,16.902642996,436.34465745,124.98311067,27.647118986,55.166710133,149.59041087,469.90564393,186.91137539,72.100047076,219.55494301
session_2937285388,user12,1,0.4032337348,0.4032337348,428.00110871,111.37189078,12.517630982,50.415765745,150.10650206,458.38399758,191.06684465,60.289462984,216.97868021
session_2948657089,user12,4,0.4033634955,11.793449185,429.79279709,114.85293927,0.4033634955,58.170015128,150.11951465,466.01100169,182.59749239,45.292468081,200.58536938
session_2954669341,user12,1,0.3758040306,0.3758040306,430.62013201,113.42891346,12.302099083,51.49071386,151.78431611,459.93386247,190.93938055,60.91238531,217.55264252
session_3200427673,user12,1,0.8104462385,0.8104462385,428.27529315,109.41974142,12.33126841,50.309653357,152.43916712,456.46867853,162.43824284,61.116242547,190.77426936
session_3226676976,user12,1,0.5022947047,0.5022947047,418.93568581,109.20843785,11.799709552,47.271908019,144.47010586,456.87025086,190.58045173,56.597607127,213.50903586
session_3230049516,user12,1,0.454581241,0.454581241,432.76464955,111.48812736,12.577484602,52.010004882,152.89731218,459.11496521,191.10241975,61.895294321,218.49946407
session_3267760096,user12,1,0.5351627152,0.5351627152,430.87824553,111.53936472,12.410630014,51.467229371,151.54962591,459.25926058,193.74854535,60.985882098,220.22943285
session_3315925736,user12,4,0.7505518566,12.259058541,430.1101534,108.83139575,0.7505518566,57.931082356,149.58717837,459.41422344,185.95214269,45.575944718,203.86440972
session_3360873587,user12,1,0.398024501,0.398024501,432.84823302,113.54212638,12.571039201,52.232764518,153.14603133,460.60153814,191.1262945,61.903689153,218.48965599
session_3387344935,user12,1,0.2258260209,0.2258260209,428.97749041,113.10421857,12.880644159,50.727626298,152.35835902,456.7461414,174.23810624,61.612807568,202.05237865
session_3448521340,user12,1,0.6158823561,0.6158823561,430.01736521,109.34685573,11.705697384,51.005372977,150.73099433,457.16660632,192.67146995,60.026695474,218.81606836
session_3487526409,user12,1,0.371250252,0.371250252,430.6165327,113.69849162,13.515438198,51.477341495,152.06813688,461.1500719,191.79877727,62.119779723,218.68806277
session_3541851149,user12,1,0.9920394825,0.9920394825,432.53728914,134.67874538,13.741545414,54.606624102,155.28045662,488.25327908,192.53882541,62.472547904,218.90141535
session_3571551367,user12,1,0.1955261517,0.1955261517,417.66042926,113.2669303,12.53536785,46.986374627,145.44807595,460.4677605,176.82356097,57.459633571,200.76043108
session_3657391768,user12,1,0.4671758195,0.4671758195,430.9514888,113.81215498,13.617019005,51.67436968,152.07894191,461.32458959,194.63035142,62.201897992,221.35592426
session_3678562948,user12,1,0.1645866795,0.1645866795,419.88604345,113.15156427,12.776792914,47.710245993,146.8004232,458.56049012,176.97884861,58.442802206,201.69102191
session_3683562482,user12,1,1.5250241837,1.5250241837,432.56184608,135.87109081,14.485939574,54.806701356,158.26751473,488.12909351,161.56867973,64.172000583,190.56922604
session_3778195656,user12,1,0.211472717,0.211472717,429.20681309,113.2463862,12.600460769,50.798067689,152.18320483,459.34255239,176.82497699,61.310690206,204.40629481
session_3807007352,user12,1,0.4636643998,0.4636643998,426.91975638,109.46635085,13.509293786,49.867972432,149.51455892,456.85855129,191.74886633,60.93361295,217.60245427
session_3861991564,user12,1,0.3866888829,0.3866888829,432.83763268,113.64257727,13.298085303,52.221693046,153.31210341,460.56596809,191.63982234,62.628046082,219.17161154
session_3928799857,user12,1,1.2552513264,1.2552513264,430.38814096,135.67570963,15.032209747,54.033108447,156.89454702,481.46289154,165.01129558,63.980267317,193.31628214
session_3932609601,user12,1,0.3900589673,0.3900589673,418.96517042,111.5115036,13.454104181,47.434975584,145.07344482,458.87517475,191.76791793,58.259835878,215.05347254
session_3958419196,user12,1,0.2301051678,0.2301051678,431.43170667,113.34936273,13.118311761,51.541247791,153.6041204,459.36798493,177.18866838,62.550739906,205.57857294
session_3996482621,user12,1,0.7483382025,0.7483382025,419.55753167,134.53988105,13.754208124,50.176269548,148.95560863,481.88007802,178.2715246,58.813022502,201.91867328
session_4051438580,user12,1,0.6232492401,0.6232492401,432.79221657,109.97430563,12.885460784,51.858242759,152.78733317,463.34456035,191.31745313,62.181024655,218.78345543
session_4066543084,user12,1,2.4438609134,2.4438609134,420.19971664,107.15609644,17.249677444,49.331942115,148.18849412,395.90163262,181.44282143,62.371259797,206.24282248
session_4091639526,user12,4,0.5886600833,12.22791659,403.22038529,115.28428122,0.5886600833,48.619726178,133.91785062,465.59312525,173.93117121,36.763877607,185.10346499
session_4137223552,user12,1,0.4480391186,0.4480391186,419.16110575,114.03809584,12.755637258,47.722473222,145.22021167,467.24769247,191.32356877,57.571072663,214.38192501
session_4138202528,user12,1,0.8135471892,0.8135471892,432.10300326,134.33535307,14.116334532,54.386718474,155.38328584,481.94398002,189.66262114,62.876312244,216.34314268
session_4157921188,user12,1,0.7658277612,0.7658277612,432.32817705,130.70019747,14.252466527,54.088111218,154.70009411,478.36078255,195.50666145,62.94598373,221.95482254
session_4345009224,user12,9,0.3738444619,61.12020917,193.53673359,164.9939634,48.851731127,13.848078101,34.341929546,514.22649551,221.43407912,0.3738444619,150.16945496
session_4383618618,user12,4,1.059211725,14.94149568,411.53055032,119.20520919,1.059211725,54.311355948,142.80410067,465.97959294,155.55081558,39.927326904,168.65567953
session_4397591928,user12,1,0.4399099138,0.4399099138,430.92451977,113.57198472,13.369112474,51.665533386,152.00715001,458.78309399,194.4497749,61.957813346,221.12858379
session_4414280148,user12,9,0.7884554873,64.355648949,197.31904118,157.22108078,49.430389903,16.23306413,35.029292584,507.71558303,236.83944164,0.7884554873,164.33541391
session_4498932663,user12,1,0.4946318771,0.4946318771,419.06815688,112.01352874,13.24947048,47.493629235,145.08272232,465.23053771,191.64396778,58.048857969,214.85016772
session_4876159319,user12,1,0.8637669304,0.8637669304,431.44676564,135.22523776,14.342273106,54.136857116,155.77870242,488.29632453,181.45684586,63.156796479,208.6658615
session_4879326735,user12,1,1.4834043939,1.4834043939,397.2795057,99.835141063,13.161005486,39.594548074,131.6718385,452.78886787,187.35352465,50.834093882,204.06338262
session_4905082660,user12,1,3.0729649292,3.0729649292,398.20628546,118.07184215,16.053811119,42.435222708,138.93412839,464.1711155,141.17325665,55.015510902,161.57308073
session_4942286007,user12,1,1.1649968751,1.1649968751,431.86497492,109.34624528,8.5680169067,51.985421591,151.10521124,457.86601205,191.15307596,57.30983869,216.81767506
session_4970622399,user12,4,0.7915615666,12.284455148,427.91633289,113.0681055,0.7915615666,57.439612143,151.09841332,464.22654226,157.51679598,45.847181383,177.06386014
session_4996580201,user12,1,0.5062351753,0.5062351753,427.10005079,111.93588049,12.549927412,50.140435588,149.58714575,465.16068008,191.1146944,59.984919813,216.68517588
session_5035500864,user12,4,0.6722447656,14.482643948,416.72678896,121.48660186,0.6722447656,56.186279214,143.00501145,473.75469663,189.56248783,40.126284376,201.34252765
session_5035854005,user12,1,0.9440165596,0.9440165596,421.04493431,135.51188174,14.238697108,50.982932997,148.85596167,483.1306127,192.96464482,59.19911176,215.8013571
session_5046103917,user12,1,0.1254500564,0.1254500564,417.73166101,115.16238158,13.039515842,47.218938081,145.81980991,458.77177298,177.21088018,57.980485882,201.23807587
session_5052301661,user12,9,0.694255144,53.314676593,212.00568525,152.96981254,41.092187916,14.368148347,40.005076559,500.93210132,230.47525411,0.694255144,166.18275379
session_5056600779,user12,1,0.4910097167,0.4910097167,433.18109364,113.84580861,13.647816963,52.422575131,153.38678713,461.37137987,194.64933528,62.95668744,222.07120972
session_5088690608,user12,1,0.7444109557,0.7444109557,419.13807451,105.22058687,12.957253939,47.075363992,144.2677033,451.55007949,194.11881538,57.705348441,217.18500144
session_5254631909,user12,1,1.086523454,1.086523454,434.90727302,135.71550102,13.382803455,55.570054074,156.69733578,488.46480589,192.32471818,62.847814844,219.25706229
session_5256432882,user12,1,0.495278438,0.495278438,433.18462709,113.73829082,12.913703964,52.426579706,153.21364816,461.39988302,194.12874054,62.225263614,221.38218728
session_5269540222,user12,1,0.9393521789,0.9393521789,421.02553419,135.17998422,13.491277038,50.950535774,148.64372726,482.93281209,192.42761493,58.452969978,215.09950225
session_5301408182,user12,1,0.8771509893,0.8771509893,431.44343238,108.48871886,15.829183464,51.380721735,152.31943937,461.2698258,196.17880767,64.521924303,223.60272503
session_5346999982,user12,1,0.4928457525,0.4928457525,432.66429619,109.38924261,13.575633349,51.787822873,152.8814543,455.05547964,191.78171457,62.877942766,219.44639065
session_5352520893,user12,1,0.6776435905,0.6776435905,391.57550386,113.29679725,13.988197159,38.794383207,130.74041419,453.70469881,178.1234379,50.196115844,193.92340017
session_5420574020,user12,1,1.3581841343,1.3581841343,405.22943713,114.29294379,14.357535453,43.494279536,140.8150486,460.17685767,154.91578992,55.663427957,176.79755606
session_5460114218,user12,1,1.2317163162,1.2317163162,430.80399353,112.4635184,16.66828004,51.609622408,155.75035869,457.52314279,159.46924626,66.321703085,189.81869898
session_5466872812,user12,1,0.5995649217,0.5995649217,405.68958724,115.98760953,13.713199164,43.699107639,137.61848857,463.37531715,195.26702039,53.917813488,213.86347267
session_5476317070,user12,1,0.458844045,0.458844045,427.24461437,111.43049881,12.82707319,50.227256259,149.57354972,457.85303453,193.48110908,60.254171569,219.00470515
session_5491040460,user12,1,0.4991359657,0.4991359657,432.67045091,109.43944337,13.575551908,51.789483671,152.88409204,455.69234682,191.78259382,62.877129952,219.44492524
session_5518980455,user12,1,0.4456139629,0.4456139629,430.93008833,113.62159932,13.368444869,51.66660802,152.00920158,459.419375,194.45006798,61.956414368,221.12653222
session_5542773405,user12,1,0.6914367829,0.6914367829,432.96164205,107.53892622,13.723396626,51.80357073,152.68599644,454.4201101,194.63011172,62.990671899,222.16241332
session_5577188457,user12,1,0.8550561445,0.8550561445,420.50469427,134.75870815,14.306377904,50.553281458,148.77714171,487.62299593,188.61117953,59.283076227,211.76092926
session_5659881884,user12,1,1.3303422574,1.3303422574,402.36607823,136.03266841,14.497425303,45.040022645,138.08677684,489.34402002,193.33178659,53.196534696,210.13537566
session_5693830545,user12,1,1.4169093893,1.4169093893,402.69133475,136.0141474,14.104402013,45.232608654,137.97396936,488.83170091,195.81004539,52.786646162,212.34021579
session_5739627610,user12,1,0.4210372549,0.4210372549,428.99671818,107.11098671,13.164689076,50.179118028,151.60251846,453.64541773,177.15397794,61.83006778,204.95331875
session_5747551041,user12,1,1.2853651213,1.2853651213,430.72290878,114.17824737,13.633426171,51.821950616,155.45133288,459.7637814,154.26730206,63.334458762,184.05375376
session_5771189096,user12,1,0.5813923705,0.5813923705,430.78607651,109.61079055,13.896255079,51.243929774,151.65270002,456.45273779,194.77489236,62.45275133,221.63100743
session_5826984218,user12,1,0.785465091,0.785465091,422.12428272,112.22127025,13.989416829,48.455807629,149.44547648,464.80140963,163.67263247,60.718117347,190.36405335
session_6026454768,user12,1,0.4173597412,0.4173597412,432.86707808,113.48693728,12.098119961,52.25192366,153.04709477,460.63702966,190.79572077,61.432562695,218.04679712
session_6142373482,user12,1,1.046732605,1.046732605,432.64825634,135.62370508,14.061135982,54.77220594,155.5156655,489.04326132,192.79956342,62.797031899,219.20435386
session_6167829880,user12,1,0.4859845348,0.4859845348,419.30012652,111.62516696,13.555684989,47.632003769,145.08424985,459.04969244,194.59949208,58.341954148,217.72133403
session_6181462981,user12,1,0.6232492401,0.6232492401,432.79221657,109.97430563,12.885460784,51.858242759,152.78733317,463.34456035,191.31745313,62.181024655,218.78345543
session_6186753676,user12,1,0.1912574304,0.1912574304,417.65689581,113.37444809,13.269480849,46.982370052,145.62121492,460.43925735,177.3441557,58.191057397,201.44945353
session_6229277499,user12,1,0.9471924365,0.9471924365,434.02631565,135.81947483,16.839712752,55.185452484,157.74818259,481.68151173,186.06363038,66.362686399,214.34587861
session_6237876052,user12,1,0.3959354285,0.3959354285,431.45620561,111.90735118,13.412618394,51.378777924,153.48509444,464.66672316,177.39166537,62.821557355,205.846542
session_6304072815,user12,1,1.5329235201,1.5329235201,417.19968457,114.24181435,9.5875686238,47.521414915,146.38496427,467.15435339,154.61958682,54.666313387,178.80830736
session_6325552510,user12,1,1.1635817594,1.1635817594,433.01787786,135.94086754,13.941249939,55.017075418,155.51805531,489.5272091,195.48406763,62.659917458,221.66516563
session_6339352963,user12,1,0.4294277948,0.4294277948,419.38370999,113.67916598,13.549239588,47.854763405,145.332969,460.53626536,194.62336683,58.35034898,217.71152594
session_6342146915,user12,1,0.8191431603,0.8191431603,428.97491954,101.12686642,13.671331511,49.748621685,151.15123756,448.14490257,177.49656577,62.292755873,205.45778699
session_6367235807,user12,1,1.424986365,1.424986365,430.28576021,135.75076374,14.703263896,54.08777805,157.04273814,481.55947363,161.72243008,63.675230768,190.10116861
session_6446737316,user12,1,0.459845685,0.459845685,418.89446224,109.35229967,12.987896733,47.229899244,144.72333633,456.78741112,191.41277514,57.781312353,214.62207211
session_6460917775,user12,4,0.4982186409,14.288081764,444.36531677,121.82960367,0.4982186409,65.064520461,159.20173782,479.9533686,186.51752182,49.17899047,207.30031711
session_6468388206,user12,1,1.0663455991,1.0663455991,416.73729426,113.81840545,12.133136798,47.098484199,146.6616199,460.78952971,156.30224363,57.207853506,181.18624583
session_6558293608,user12,1,0.9035863815,0.9035863815,434.6857426,134.48187628,14.754622565,55.371439843,156.83095747,478.56403744,193.2463787,64.220481591,220.55991505
session_6568158324,user12,9,3.2212414031,76.108277193,207.12509694,175.21307817,51.555710779,28.098006997,46.571314613,517.57528717,213.38058561,3.2212414031,140.23580103
session_6597902520,user12,1,0.4714445407,0.4714445407,430.95502225,113.70463719,12.882906006,51.678374255,151.90580294,461.35309274,194.10975668,61.470474166,220.66690181
session_6695269196,user12,1,0.5347985188,0.5347985188,429.70437993,105.07414552,13.510932506,50.337740423,151.2199319,450.55737523,185.77196233,62.103054103,213.16586232
session_6721137284,user12,1,1.0835480129,1.0835480129,435.14472367,135.27798476,13.451111286,55.715864226,156.6468603,482.04547989,195.11312428,62.904193285,221.90590569
session_6835186342,user12,1,1.2518419968,1.2518419968,432.77511718,99.13240021,11.889327978,51.186310913,151.57345989,446.29766182,191.20193417,61.123274567,218.49956788
session_6851257171,user12,1,0.3452334897,0.3452334897,419.05961439,113.50935792,12.714636669,47.664572921,145.15283505,461.02829032,191.27324952,57.537166398,214.35434892
session_6862559677,user12,1,0.371250252,0.371250252,430.6165327,113.69849162,13.515438198,51.477341495,152.06813688,461.1500719,191.79877727,62.119779723,218.68806277
session_6965771386,user12,9,5.7812322479,78.34680924,188.56409108,185.09490616,62.83332182,18.871851578,29.066909794,535.96755536,247.48007303,5.7812322479,172.18256841
session_6974460768,user12,1,0.3825964262,0.3825964262,418.95784337,111.46013051,13.453013294,47.432142458,145.06963475,458.23713524,191.76586635,58.259476364,215.05376562
session_6983304371,user12,1,0.4662430943,0.4662430943,430.95031099,113.77396009,13.36995904,51.673348906,152.01887329,461.33173501,194.45446421,61.955734418,221.12389448
session_7061089586,user12,1,17.782450751,17.782450751,449.31140783,153.9015726,29.810905359,62.829722876,161.680784,501.03351733,174.93683389,78.326460025,211.77022495
session_7149136762,user12,1,0.3755189733,0.3755189733,430.62006615,113.59097383,12.781325199,51.48134607,151.8949979,461.17857505,191.27818253,61.388355897,217.99904032
session_7168735362,user12,4,0.4836738654,11.706082696,441.92710114,121.34436926,0.4836738654,62.80345711,157.5485154,473.28464051,185.81311562,49.176758104,207.14428673
session_7214352144,user12,1,0.4537228487,0.4537228487,407.63869863,113.5532201,13.291720769,43.996009542,138.67502379,459.73947023,191.76782226,54.329419494,211.32613772
session_7251443361,user12,1,0.1774086941,0.1774086941,417.64282788,113.19825392,12.77612094,46.977604049,145.49639934,459.18041098,176.99121993,57.700953017,200.98892193
session_7328625738,user12,1,0.5435840551,0.5435840551,431.02569122,113.55320369,11.478282079,51.749985477,151.62312706,461.47370112,193.13216928,60.071228586,219.352459
session_7361695503,user12,1,7.8978749271,7.8978749271,435.49217274,121.7253562,18.449961346,52.488032208,153.47882821,468.8551834,146.99284253,67.12911642,181.65210051
session_7370953010,user12,1,0.3680564322,0.3680564322,430.6127391,113.53960075,12.780234311,51.478512944,151.89118784,460.54053555,191.27613096,61.387996383,217.99933341
session_7374443981,user12,1,1.7101537074,1.7101537074,395.48325988,136.58363117,17.609391133,43.125747873,134.71505956,483.61077022,198.43185537,53.819766005,213.32953966
session_7454853209,user12,1,1.0510265538,1.0510265538,424.60434258,111.70164527,13.103025847,49.45679701,151.26131054,456.75993832,156.91031839,60.794938578,184.59395818
session_7489987884,user12,1,0.9942482,0.9942482,430.34475285,135.09720237,14.363300935,54.102542638,154.06925136,478.72193953,195.7610587,62.269745146,221.30258023
session_7528264650,user12,1,2.4438609134,2.4438609134,420.19971664,107.15609644,17.249677444,49.331942115,148.18849412,395.90163262,181.44282143,62.371259797,206.24282248
session_7562248450,user12,1,0.5898092989,0.5898092989,433.27861961,114.35736732,13.686723002,52.47785821,153.45125345,467.39760288,194.69727177,62.988718567,222.09710645
session_7575485743,user12,4,0.5897626198,11.824769282,442.14535551,119.15068515,0.5897626198,62.767077013,157.29506794,468.78590476,188.61407412,49.252200956,209.8269387
session_7580547206,user12,1,0.9830686668,0.9830686668,434.80616826,135.43389956,14.562869594,55.505463676,156.91987603,483.08717162,193.14094685,64.029469428,220.37346445
session_7583047056,user12,4,0.5144718236,11.729916593,444.15670598,121.37802289,0.5144718236,63.55166256,158.85636062,473.33143079,185.83209948,49.931547552,207.8595722
session_7601105208,user12,1,0.9625698494,0.9625698494,433.5478975,135.8130107,13.470869263,54.938685077,157.10251518,489.02213007,178.07566454,63.037107216,205.91303667
